id,factor,fleet,value
27-CAAL-NZdblnorm,4,1,0.1
27-CAAL-NZdblnorm,7,1,0.1
27-CAAL-NZdblnorm,4,2,0.0833333
27-CAAL-NZdblnorm,7,2,0.1
27-CAAL-NZdblnorm,4,3,0.1
27-CAAL-NZdblnorm,7,3,0.1
27-CAAL-NZdblnorm,4,4,0.1
27-CAAL-NZdblnorm,7,4,0.1
27-CAAL-NZdblnorm,4,5,0.1
27-CAAL-NZdblnorm,7,5,0.1
27-CAAL-NZdblnorm,4,6,0.0555556
27-CAAL-NZdblnorm,7,6,0.1
27-CAAL-NZdblnorm,4,7,0.1
27-CAAL-NZdblnorm,7,7,0.1
27-CAAL-NZdblnorm,4,8,0.1
27-CAAL-NZdblnorm,7,8,0.1
27-CAAL-NZdblnorm,4,9,0.1
27-CAAL-NZdblnorm,7,9,0.0833333
27-CAAL-NZdblnorm,4,10,0.1
27-CAAL-NZdblnorm,7,10,0.0434783
27-CAAL-NZdblnorm,4,11,0.0625
27-CAAL-NZdblnorm,7,11,0.1
27-CAAL-NZdblnorm,4,12,0.0294118
27-CAAL-NZdblnorm,7,12,0.1
27-CAAL-NZdblnorm,4,13,0.1
27-CAAL-NZdblnorm,7,13,0.1
27-CAAL-NZdblnorm,4,14,0.1
27-CAAL-NZdblnorm,7,14,0.1
27-CAAL-NZdblnorm,4,15,0.0666667
27-CAAL-NZdblnorm,7,15,0.0666667
27-CAAL-NZdblnorm,1,16,0.190777
27-CAAL-NZdblnorm,4,16,0.1
27-CAAL-NZdblnorm,7,16,0.1
