id,Fleet,Fleet_name,Yr,Sex,variable,value
27-CAAL-NZdblnorm,1,F01_LL.JP.1,2022,1,0,1
27-CAAL-NZdblnorm,2,F02_LL.JP.2,2022,1,0,1
27-CAAL-NZdblnorm,3,F03_LL.JP.3,2022,1,0,1
27-CAAL-NZdblnorm,4,F04_LL.JP.4,2022,1,0,1
27-CAAL-NZdblnorm,5,F05_LL.TW.4,2022,1,0,1
27-CAAL-NZdblnorm,6,F06_LL.AU.2,2022,1,0,1
27-CAAL-NZdblnorm,7,F07_LL.AU.3,2022,1,0,1
27-CAAL-NZdblnorm,8,F08_LL.NZ.3,2022,1,0,1
27-CAAL-NZdblnorm,9,F09.REC.AU.3,2022,1,0,1
27-CAAL-NZdblnorm,10,F10_REC.NZ.3,2022,1,0,1
27-CAAL-NZdblnorm,11,F11_LL.ALL.1,2022,1,0,1
27-CAAL-NZdblnorm,12,F12_LL.ALL.2,2022,1,0,1
27-CAAL-NZdblnorm,13,F13_LL.ALL.3,2022,1,0,1
27-CAAL-NZdblnorm,14,F14_LL.ALL.4,2022,1,0,1
27-CAAL-NZdblnorm,15,F16_LL.JP.2_early,2022,1,0,1
27-CAAL-NZdblnorm,16,S01_INDEX.1-4,2022,1,0,1
27-CAAL-NZdblnorm,1,F01_LL.JP.1,2022,1,1,1
27-CAAL-NZdblnorm,2,F02_LL.JP.2,2022,1,1,1
27-CAAL-NZdblnorm,3,F03_LL.JP.3,2022,1,1,1
27-CAAL-NZdblnorm,4,F04_LL.JP.4,2022,1,1,1
27-CAAL-NZdblnorm,5,F05_LL.TW.4,2022,1,1,1
27-CAAL-NZdblnorm,6,F06_LL.AU.2,2022,1,1,1
27-CAAL-NZdblnorm,7,F07_LL.AU.3,2022,1,1,1
27-CAAL-NZdblnorm,8,F08_LL.NZ.3,2022,1,1,1
27-CAAL-NZdblnorm,9,F09.REC.AU.3,2022,1,1,1
27-CAAL-NZdblnorm,10,F10_REC.NZ.3,2022,1,1,1
27-CAAL-NZdblnorm,11,F11_LL.ALL.1,2022,1,1,1
27-CAAL-NZdblnorm,12,F12_LL.ALL.2,2022,1,1,1
27-CAAL-NZdblnorm,13,F13_LL.ALL.3,2022,1,1,1
27-CAAL-NZdblnorm,14,F14_LL.ALL.4,2022,1,1,1
27-CAAL-NZdblnorm,15,F16_LL.JP.2_early,2022,1,1,1
27-CAAL-NZdblnorm,16,S01_INDEX.1-4,2022,1,1,1
27-CAAL-NZdblnorm,1,F01_LL.JP.1,2022,1,2,1
27-CAAL-NZdblnorm,2,F02_LL.JP.2,2022,1,2,1
27-CAAL-NZdblnorm,3,F03_LL.JP.3,2022,1,2,1
27-CAAL-NZdblnorm,4,F04_LL.JP.4,2022,1,2,1
27-CAAL-NZdblnorm,5,F05_LL.TW.4,2022,1,2,1
27-CAAL-NZdblnorm,6,F06_LL.AU.2,2022,1,2,1
27-CAAL-NZdblnorm,7,F07_LL.AU.3,2022,1,2,1
27-CAAL-NZdblnorm,8,F08_LL.NZ.3,2022,1,2,1
27-CAAL-NZdblnorm,9,F09.REC.AU.3,2022,1,2,1
27-CAAL-NZdblnorm,10,F10_REC.NZ.3,2022,1,2,1
27-CAAL-NZdblnorm,11,F11_LL.ALL.1,2022,1,2,1
27-CAAL-NZdblnorm,12,F12_LL.ALL.2,2022,1,2,1
27-CAAL-NZdblnorm,13,F13_LL.ALL.3,2022,1,2,1
27-CAAL-NZdblnorm,14,F14_LL.ALL.4,2022,1,2,1
