"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0115298 0 "Early_InitAge" 1942
"Early_InitAge_9" -0.00467653 0 "Early_InitAge" 1943
"Early_InitAge_8" -0.00654759 0 "Early_InitAge" 1944
"Early_InitAge_7" -0.00931399 0 "Early_InitAge" 1945
"Early_InitAge_6" -0.0117544 0 "Early_InitAge" 1946
"Early_InitAge_5" -0.0215517 0 "Early_InitAge" 1947
"Early_InitAge_4" -0.0216499 0 "Early_InitAge" 1948
"Early_InitAge_3" -0.0120829 0 "Early_InitAge" 1949
"Early_InitAge_2" 0.00297374 0 "Early_InitAge" 1950
"Early_InitAge_1" -0.00993093 0 "Early_InitAge" 1951
"Main_RecrDev_1952" -0.0634139 0 "Main_RecrDev" 1952
"Main_RecrDev_1953" -0.0616271 0 "Main_RecrDev" 1953
"Main_RecrDev_1954" -0.0812395 0 "Main_RecrDev" 1954
"Main_RecrDev_1955" -0.0745214 0 "Main_RecrDev" 1955
"Main_RecrDev_1956" -0.0506358 0 "Main_RecrDev" 1956
"Main_RecrDev_1957" -0.105109 0 "Main_RecrDev" 1957
"Main_RecrDev_1958" -0.0462384 0 "Main_RecrDev" 1958
"Main_RecrDev_1959" -0.00188747 0 "Main_RecrDev" 1959
"Main_RecrDev_1960" -0.0655329 0 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0939698 0 "Main_RecrDev" 1961
"Main_RecrDev_1962" -0.184902 0 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.268429 0 "Main_RecrDev" 1963
"Main_RecrDev_1964" -0.0284462 0 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.0735443 0 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0495422 0 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.057961 0 "Main_RecrDev" 1967
"Main_RecrDev_1968" -0.264408 0 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.0328059 0 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.0554373 0 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.13299 0 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.110861 0 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0989973 0 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.193709 0 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.0556536 0 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.0600923 0 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.0850137 0 "Main_RecrDev" 1977
"Main_RecrDev_1978" -0.248187 0 "Main_RecrDev" 1978
"Main_RecrDev_1979" -0.0679425 0 "Main_RecrDev" 1979
"Main_RecrDev_1980" -0.0597195 0 "Main_RecrDev" 1980
"Main_RecrDev_1981" 0.207224 0 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.212282 0 "Main_RecrDev" 1982
"Main_RecrDev_1983" 0.0811907 0 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.255179 0 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.101681 0 "Main_RecrDev" 1985
"Main_RecrDev_1986" 0.0383102 0 "Main_RecrDev" 1986
