id,Year,B.Bmsy,F.Fmsy
09-relax-growth-v2,1952,4.59667,0.00779223
09-relax-growth-v2,1953,4.57879,0.14734
09-relax-growth-v2,1954,4.11487,1.36772
09-relax-growth-v2,1955,1.70247,0.841968
09-relax-growth-v2,1956,1.34686,0.704297
09-relax-growth-v2,1957,1.28356,0.625693
09-relax-growth-v2,1958,1.29722,1.19705
09-relax-growth-v2,1959,0.935765,1.0514
09-relax-growth-v2,1960,0.879304,1.13413
09-relax-growth-v2,1961,0.824643,2.33475
09-relax-growth-v2,1962,0.435216,2.11936
09-relax-growth-v2,1963,0.381521,4.20942
09-relax-growth-v2,1964,0.153284,1.48071
09-relax-growth-v2,1965,0.382485,2.26057
09-relax-growth-v2,1966,0.258186,2.53904
09-relax-growth-v2,1967,0.258058,1.51042
09-relax-growth-v2,1968,0.333235,1.04349
09-relax-growth-v2,1969,0.470192,0.943087
09-relax-growth-v2,1970,0.56673,2.04076
09-relax-growth-v2,1971,0.422828,3.21855
09-relax-growth-v2,1972,0.271871,2.73709
09-relax-growth-v2,1973,0.314105,2.80296
09-relax-growth-v2,1974,0.248912,2.50857
09-relax-growth-v2,1975,0.297621,2.20781
09-relax-growth-v2,1976,0.2679,1.98676
09-relax-growth-v2,1977,0.340452,0.867893
09-relax-growth-v2,1978,0.508203,1.61014
09-relax-growth-v2,1979,0.44896,1.78933
09-relax-growth-v2,1980,0.365598,1.18605
09-relax-growth-v2,1981,0.482316,2.68647
09-relax-growth-v2,1982,0.299331,3.01989
09-relax-growth-v2,1983,0.27306,2.05711
09-relax-growth-v2,1984,0.293981,2.10828
09-relax-growth-v2,1985,0.302219,2.28646
09-relax-growth-v2,1986,0.236363,1.91093
09-relax-growth-v2,1987,0.283809,1.6358
09-relax-growth-v2,1988,0.328067,2.40826
09-relax-growth-v2,1989,0.26876,2.97112
09-relax-growth-v2,1990,0.259639,2.29693
09-relax-growth-v2,1991,0.25647,1.82735
09-relax-growth-v2,1992,0.290726,1.38781
09-relax-growth-v2,1993,0.352233,1.78134
09-relax-growth-v2,1994,0.382136,2.64339
09-relax-growth-v2,1995,0.336335,2.28387
09-relax-growth-v2,1996,0.367573,1.93743
09-relax-growth-v2,1997,0.428367,1.86149
09-relax-growth-v2,1998,0.461978,2.38912
09-relax-growth-v2,1999,0.513653,2.36727
09-relax-growth-v2,2000,0.452716,2.00862
09-relax-growth-v2,2001,0.499242,1.67594
09-relax-growth-v2,2002,0.564158,1.89789
09-relax-growth-v2,2003,0.460577,2.54888
09-relax-growth-v2,2004,0.38795,2.64209
09-relax-growth-v2,2005,0.286424,2.41778
09-relax-growth-v2,2006,0.267552,2.16954
09-relax-growth-v2,2007,0.284665,1.85266
09-relax-growth-v2,2008,0.305949,2.23382
09-relax-growth-v2,2009,0.28564,2.03046
09-relax-growth-v2,2010,0.289808,2.07366
09-relax-growth-v2,2011,0.284298,2.4927
09-relax-growth-v2,2012,0.242245,2.63791
09-relax-growth-v2,2013,0.208203,1.9147
09-relax-growth-v2,2014,0.255757,2.56717
09-relax-growth-v2,2015,0.194758,2.76475
09-relax-growth-v2,2016,0.170971,2.34884
09-relax-growth-v2,2017,0.183808,2.20232
09-relax-growth-v2,2018,0.191598,2.25156
09-relax-growth-v2,2019,0.195368,2.20613
09-relax-growth-v2,2020,0.193301,2.3139
09-relax-growth-v2,2021,0.178307,2.45166
09-relax-growth-v2,2022,0.191141,1.98862
09-relax-growth-v2,2023,0.228272,1.98862
