"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 13087.2 0 NA NA
"SSB_Initial" "SSB_Initial" 13087.2 0 NA NA
"SSB_1952" "SSB_1952" 12940.3 0 NA NA
"SSB_1953" "SSB_1953" 12890 0 NA NA
"SSB_1954" "SSB_1954" 11584 0 NA NA
"SSB_1955" "SSB_1955" 4792.7 0 NA NA
"SSB_1956" "SSB_1956" 3791.6 0 NA NA
"SSB_1957" "SSB_1957" 3613.4 0 NA NA
"SSB_1958" "SSB_1958" 3651.87 0 NA NA
"SSB_1959" "SSB_1959" 2634.31 0 NA NA
"SSB_1960" "SSB_1960" 2475.37 0 NA NA
"SSB_1961" "SSB_1961" 2321.49 0 NA NA
"SSB_1962" "SSB_1962" 1225.19 0 NA NA
"SSB_1963" "SSB_1963" 1074.04 0 NA NA
"SSB_1964" "SSB_1964" 431.515 0 NA NA
"SSB_1965" "SSB_1965" 1076.75 0 NA NA
"SSB_1966" "SSB_1966" 726.832 0 NA NA
"SSB_1967" "SSB_1967" 726.472 0 NA NA
"SSB_1968" "SSB_1968" 938.105 0 NA NA
"SSB_1969" "SSB_1969" 1323.66 0 NA NA
"SSB_1970" "SSB_1970" 1595.43 0 NA NA
"SSB_1971" "SSB_1971" 1190.32 0 NA NA
"SSB_1972" "SSB_1972" 765.355 0 NA NA
"SSB_1973" "SSB_1973" 884.252 0 NA NA
"SSB_1974" "SSB_1974" 700.724 0 NA NA
"SSB_1975" "SSB_1975" 837.846 0 NA NA
"SSB_1976" "SSB_1976" 754.176 0 NA NA
"SSB_1977" "SSB_1977" 958.42 0 NA NA
"SSB_1978" "SSB_1978" 1430.67 0 NA NA
"SSB_1979" "SSB_1979" 1263.89 0 NA NA
"SSB_1980" "SSB_1980" 1029.21 0 NA NA
"SSB_1981" "SSB_1981" 1357.79 0 NA NA
"SSB_1982" "SSB_1982" 842.659 0 NA NA
"SSB_1983" "SSB_1983" 768.704 0 NA NA
"SSB_1984" "SSB_1984" 827.598 0 NA NA
"SSB_1985" "SSB_1985" 850.791 0 NA NA
"SSB_1986" "SSB_1986" 665.397 0 NA NA
"SSB_1987" "SSB_1987" 798.963 0 NA NA
"SSB_1988" "SSB_1988" 923.556 0 NA NA
"SSB_1989" "SSB_1989" 756.598 0 NA NA
"SSB_1990" "SSB_1990" 730.921 0 NA NA
"SSB_1991" "SSB_1991" 721.999 0 NA NA
"SSB_1992" "SSB_1992" 818.434 0 NA NA
"SSB_1993" "SSB_1993" 991.586 0 NA NA
"SSB_1994" "SSB_1994" 1075.77 0 NA NA
"SSB_1995" "SSB_1995" 946.831 0 NA NA
"SSB_1996" "SSB_1996" 1034.77 0 NA NA
"SSB_1997" "SSB_1997" 1205.92 0 NA NA
"SSB_1998" "SSB_1998" 1300.53 0 NA NA
"SSB_1999" "SSB_1999" 1446.01 0 NA NA
"SSB_2000" "SSB_2000" 1274.46 0 NA NA
"SSB_2001" "SSB_2001" 1405.44 0 NA NA
"SSB_2002" "SSB_2002" 1588.19 0 NA NA
"SSB_2003" "SSB_2003" 1296.59 0 NA NA
"SSB_2004" "SSB_2004" 1092.13 0 NA NA
"SSB_2005" "SSB_2005" 806.324 0 NA NA
"SSB_2006" "SSB_2006" 753.197 0 NA NA
"SSB_2007" "SSB_2007" 801.374 0 NA NA
"SSB_2008" "SSB_2008" 861.289 0 NA NA
"SSB_2009" "SSB_2009" 804.117 0 NA NA
"SSB_2010" "SSB_2010" 815.852 0 NA NA
"SSB_2011" "SSB_2011" 800.34 0 NA NA
"SSB_2012" "SSB_2012" 681.953 0 NA NA
"SSB_2013" "SSB_2013" 586.121 0 NA NA
"SSB_2014" "SSB_2014" 719.991 0 NA NA
"SSB_2015" "SSB_2015" 548.269 0 NA NA
"SSB_2016" "SSB_2016" 481.304 0 NA NA
"SSB_2017" "SSB_2017" 517.441 0 NA NA
"SSB_2018" "SSB_2018" 539.37 0 NA NA
"SSB_2019" "SSB_2019" 549.978 0 NA NA
"SSB_2020" "SSB_2020" 544.152 0 NA NA
"SSB_2021" "SSB_2021" 501.936 0 NA NA
"SSB_2022" "SSB_2022" 538.048 0 NA NA
"SSB_2023" "SSB_2023" 642.551 0 NA NA
"Recr_Virgin" "Recr_Virgin" 129.699 0 NA NA
"Recr_Initial" "Recr_Initial" 129.699 0 NA NA
"Recr_1952" "Recr_1952" 121.643 0 NA NA
"Recr_1953" "Recr_1953" 121.831 0 NA NA
"Recr_1954" "Recr_1954" 118.617 0 NA NA
"Recr_1955" "Recr_1955" 108.635 0 NA NA
"Recr_1956" "Recr_1956" 106.914 0 NA NA
"Recr_1957" "Recr_1957" 100.32 0 NA NA
"Recr_1958" "Recr_1958" 106.622 0 NA NA
"Recr_1959" "Recr_1959" 103.731 0 NA NA
"Recr_1960" "Recr_1960" 95.8039 0 NA NA
"Recr_1961" "Recr_1961" 110.463 0 NA NA
"Recr_1962" "Recr_1962" 67.1654 0 NA NA
"Recr_1963" "Recr_1963" 99.8213 0 NA NA
"Recr_1964" "Recr_1964" 44.4838 0 NA NA
"Recr_1965" "Recr_1965" 82.2014 0 NA NA
"Recr_1966" "Recr_1966" 59.7845 0 NA NA
"Recr_1967" "Recr_1967" 66.5365 0 NA NA
"Recr_1968" "Recr_1968" 54.9538 0 NA NA
"Recr_1969" "Recr_1969" 86.0303 0 NA NA
"Recr_1970" "Recr_1970" 84.4613 0 NA NA
"Recr_1971" "Recr_1971" 91.0031 0 NA NA
"Recr_1972" "Recr_1972" 57.7371 0 NA NA
"Recr_1973" "Recr_1973" 76.6953 0 NA NA
"Recr_1974" "Recr_1974" 50.635 0 NA NA
"Recr_1975" "Recr_1975" 71.4438 0 NA NA
