id,like_comp,fleet,phase,value,sizefreq_method
53-CAAL-oneFleet-11,1,11,1,1,1
53-CAAL-oneFleet-11,1,16,1,1,1
53-CAAL-oneFleet-11,4,11,1,1,1
53-CAAL-oneFleet-11,5,11,1,1,1
53-CAAL-oneFleet-11,7,11,1,1,1
