Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63-CAAL-NZdblnormV2-75
Catch_like,0.899786,0.000909822,0.000425431,0.000878595,0.00133458,8.67505e-05,0.000160408,0.000221306,0.000182532,0.000211651,0.0014704,3.89378e-05,0.000536744,0.000299022,7.46397e-05,0.892955,0,63-CAAL-NZdblnormV2-75
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63-CAAL-NZdblnormV2-75
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63-CAAL-NZdblnormV2-75
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63-CAAL-NZdblnormV2-75
Surv_like,-30.5679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.5679,63-CAAL-NZdblnormV2-75
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63-CAAL-NZdblnormV2-75
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63-CAAL-NZdblnormV2-75
Length_lambda,,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,63-CAAL-NZdblnormV2-75
Length_like,109.152,0,0,13.8952,0,6.22532,0,0,0,0,21.558,40.1867,0,0,27.2865,0,0,63-CAAL-NZdblnormV2-75
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,63-CAAL-NZdblnormV2-75
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63-CAAL-NZdblnormV2-75
Age_lambda,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,63-CAAL-NZdblnormV2-75
Age_like,0.219365,0,0,0,0,0,0,0,0,0.0679086,0.0664764,0,0.0849799,0,0,0,0,63-CAAL-NZdblnormV2-75
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,63-CAAL-NZdblnormV2-75
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63-CAAL-NZdblnormV2-75
SizeFreq_lambda:_1,,,1,1,,,1,1,,1,1,,,,,,1,63-CAAL-NZdblnormV2-75
SizeFreq_like:_1,772.8,,85.5768,32.5621,,,335.73,184.986,,56.6251,59.2847,,,,,,18.0351,63-CAAL-NZdblnormV2-75
