id,factor,fleet,value
61-CAAL-NZdblnormV2-25,4,1,0.1
61-CAAL-NZdblnormV2-25,7,1,0.1
61-CAAL-NZdblnormV2-25,4,2,0.0833333
61-CAAL-NZdblnormV2-25,7,2,0.1
61-CAAL-NZdblnormV2-25,4,3,0.1
61-CAAL-NZdblnormV2-25,7,3,0.1
61-CAAL-NZdblnormV2-25,4,4,0.1
61-CAAL-NZdblnormV2-25,7,4,0.1
61-CAAL-NZdblnormV2-25,4,5,0.1
61-CAAL-NZdblnormV2-25,7,5,0.1
61-CAAL-NZdblnormV2-25,4,6,0.0555556
61-CAAL-NZdblnormV2-25,7,6,0.1
61-CAAL-NZdblnormV2-25,4,7,0.1
61-CAAL-NZdblnormV2-25,7,7,0.1
61-CAAL-NZdblnormV2-25,4,8,0.1
61-CAAL-NZdblnormV2-25,7,8,0.1
61-CAAL-NZdblnormV2-25,4,9,0.1
61-CAAL-NZdblnormV2-25,7,9,0.0833333
61-CAAL-NZdblnormV2-25,4,10,0.1
61-CAAL-NZdblnormV2-25,7,10,0.0434783
61-CAAL-NZdblnormV2-25,4,11,0.0625
61-CAAL-NZdblnormV2-25,7,11,0.1
61-CAAL-NZdblnormV2-25,4,12,0.0294118
61-CAAL-NZdblnormV2-25,7,12,0.1
61-CAAL-NZdblnormV2-25,4,13,0.1
61-CAAL-NZdblnormV2-25,7,13,0.1
61-CAAL-NZdblnormV2-25,4,14,0.1
61-CAAL-NZdblnormV2-25,7,14,0.1
61-CAAL-NZdblnormV2-25,4,15,0.0666667
61-CAAL-NZdblnormV2-25,7,15,0.0666667
61-CAAL-NZdblnormV2-25,1,16,0.190777
61-CAAL-NZdblnormV2-25,4,16,0.1
61-CAAL-NZdblnormV2-25,7,16,0.1
