id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
19-CAAL-1979,1,0,0.707867,78.1315,9.9314,3.52605,9.92498e-09,0,
19-CAAL-1979,1,1,0.4718,132.417,10.4141,22.3469,0.00052983,0.0198926,
19-CAAL-1979,1,2,0.4007,163.398,10.6896,47.0625,0.100725,6.30914,
19-CAAL-1979,1,3,0.3766,181.079,10.8468,67.7982,0.496396,38.1367,
19-CAAL-1979,1,4,0.3669,191.17,10.9365,82.2231,0.761164,66.4315,
19-CAAL-1979,1,5,0.3629,196.929,10.9877,91.3839,0.866956,82.0219,
19-CAAL-1979,1,6,0.3612,200.215,11.017,96.9306,0.909502,90.3315,
19-CAAL-1979,1,7,0.3605,202.091,11.0336,100.203,0.928531,94.8831,
19-CAAL-1979,1,8,0.3602,203.161,11.0432,102.106,0.937858,97.4251,
19-CAAL-1979,1,9,0.36,203.772,11.0486,103.204,0.942718,98.8592,
19-CAAL-1979,1,10,0.36,204.267,11.0517,104.098,0.946429,100.012,
19-CAAL-1979,1,0.25,0.64885,94.6758,10.0785,6.87126,2.75678e-07,0,
19-CAAL-1979,1,1.25,0.454025,141.859,10.4981,28.5119,0.00326054,0.0198926,
19-CAAL-1979,1,2.25,0.394675,168.787,10.7375,52.8096,0.185833,6.30914,
19-CAAL-1979,1,3.25,0.374175,184.155,10.8742,71.9827,0.583755,38.1367,
19-CAAL-1979,1,4.25,0.3659,192.925,10.9521,84.9411,0.79769,66.4315,
19-CAAL-1979,1,5.25,0.362475,197.93,10.9967,93.0493,0.881238,82.0219,
19-CAAL-1979,1,6.25,0.361025,200.787,11.0221,97.9196,0.915681,90.3315,
19-CAAL-1979,1,7.25,0.360425,202.417,11.0366,100.78,0.931487,94.8831,
19-CAAL-1979,1,8.25,0.36015,203.348,11.0448,102.44,0.939373,97.4251,
19-CAAL-1979,1,9.25,0.36,203.879,11.0495,103.395,0.94353,98.8592,
19-CAAL-1979,1,10.25,0.36,204.308,11.0517,104.173,0.946734,100.012,
19-CAAL-1979,1,0.5,0.589834,109.056,10.2064,11.2756,4.95883e-06,0,
19-CAAL-1979,1,1.5,0.43625,150.066,10.571,34.7972,0.0140839,0.0198926,
19-CAAL-1979,1,2.5,0.38865,173.47,10.7792,58.2029,0.28883,6.30914,
19-CAAL-1979,1,3.5,0.37175,186.827,10.8979,75.7686,0.656285,38.1367,
19-CAAL-1979,1,4.5,0.3649,194.45,10.9657,87.3558,0.826406,66.4315,
19-CAAL-1979,1,5.5,0.36205,198.801,11.0044,94.5146,0.892698,82.0219,
19-CAAL-1979,1,6.5,0.36085,201.284,11.0265,98.7851,0.920777,90.3315,
19-CAAL-1979,1,7.5,0.36035,202.701,11.0391,101.284,0.933974,94.8831,
19-CAAL-1979,1,8.5,0.3601,203.509,11.0463,102.73,0.940666,97.4251,
19-CAAL-1979,1,9.5,0.36,203.971,11.0504,103.562,0.944228,98.8592,
19-CAAL-1979,1,10.5,0.36,204.344,11.0517,104.239,0.946998,100.012,
19-CAAL-1979,1,0.75,0.530817,121.554,10.3175,16.5191,6.09658e-05,0,
19-CAAL-1979,1,1.75,0.418475,157.199,10.6345,41.0258,0.0434834,0.0198926,
19-CAAL-1979,1,2.75,0.382625,177.541,10.8154,63.2047,0.396047,6.30914,
19-CAAL-1979,1,3.75,0.369325,189.151,10.9186,79.1743,0.71477,38.1367,
19-CAAL-1979,1,4.75,0.3639,195.776,10.9775,89.4945,0.849036,66.4315,
19-CAAL-1979,1,5.75,0.361625,199.558,11.0111,95.8017,0.901961,82.0219,
19-CAAL-1979,1,6.75,0.360675,201.716,11.0303,99.5418,0.925005,90.3315,
19-CAAL-1979,1,7.75,0.360275,202.947,11.0413,101.723,0.936076,94.8831,
19-CAAL-1979,1,8.75,0.36005,203.65,11.0475,102.983,0.941771,97.4251,
19-CAAL-1979,1,9.75,0.36,204.051,11.0511,103.707,0.944829,98.8592,
19-CAAL-1979,1,10.75,0.36,204.376,11.0517,104.296,0.947227,100.012,
