id,factor,fleet,value
57-CAAL-NZdblnorm-5,4,1,0.1
57-CAAL-NZdblnorm-5,7,1,0.1
57-CAAL-NZdblnorm-5,4,2,0.0833333
57-CAAL-NZdblnorm-5,7,2,0.1
57-CAAL-NZdblnorm-5,4,3,0.1
57-CAAL-NZdblnorm-5,7,3,0.1
57-CAAL-NZdblnorm-5,4,4,0.1
57-CAAL-NZdblnorm-5,7,4,0.1
57-CAAL-NZdblnorm-5,4,5,0.1
57-CAAL-NZdblnorm-5,7,5,0.1
57-CAAL-NZdblnorm-5,4,6,0.0555556
57-CAAL-NZdblnorm-5,7,6,0.1
57-CAAL-NZdblnorm-5,4,7,0.1
57-CAAL-NZdblnorm-5,7,7,0.1
57-CAAL-NZdblnorm-5,4,8,0.1
57-CAAL-NZdblnorm-5,7,8,0.1
57-CAAL-NZdblnorm-5,4,9,0.1
57-CAAL-NZdblnorm-5,7,9,0.0833333
57-CAAL-NZdblnorm-5,4,10,0.1
57-CAAL-NZdblnorm-5,7,10,0.0434783
57-CAAL-NZdblnorm-5,4,11,0.0625
57-CAAL-NZdblnorm-5,7,11,0.1
57-CAAL-NZdblnorm-5,4,12,0.0294118
57-CAAL-NZdblnorm-5,7,12,0.1
57-CAAL-NZdblnorm-5,4,13,0.1
57-CAAL-NZdblnorm-5,7,13,0.1
57-CAAL-NZdblnorm-5,4,14,0.1
57-CAAL-NZdblnorm-5,7,14,0.1
57-CAAL-NZdblnorm-5,4,15,0.0666667
57-CAAL-NZdblnorm-5,7,15,0.0666667
57-CAAL-NZdblnorm-5,1,16,0.190777
57-CAAL-NZdblnorm-5,4,16,0.1
57-CAAL-NZdblnorm-5,7,16,0.1
