id,factor,fleet,value
35-CAAL-revASPM-05,4,1,0.1
35-CAAL-revASPM-05,7,1,0.1
35-CAAL-revASPM-05,4,2,0.0833333
35-CAAL-revASPM-05,7,2,0.1
35-CAAL-revASPM-05,4,3,0.1
35-CAAL-revASPM-05,7,3,0.1
35-CAAL-revASPM-05,4,4,0.1
35-CAAL-revASPM-05,7,4,0.1
35-CAAL-revASPM-05,4,5,0.1
35-CAAL-revASPM-05,7,5,0.1
35-CAAL-revASPM-05,4,6,0.0555556
35-CAAL-revASPM-05,7,6,0.1
35-CAAL-revASPM-05,4,7,0.1
35-CAAL-revASPM-05,7,7,0.1
35-CAAL-revASPM-05,4,8,0.1
35-CAAL-revASPM-05,7,8,0.1
35-CAAL-revASPM-05,4,9,0.1
35-CAAL-revASPM-05,7,9,0.0833333
35-CAAL-revASPM-05,4,10,0.1
35-CAAL-revASPM-05,7,10,0.0434783
35-CAAL-revASPM-05,4,11,0.0625
35-CAAL-revASPM-05,7,11,0.1
35-CAAL-revASPM-05,4,12,0.0294118
35-CAAL-revASPM-05,7,12,0.1
35-CAAL-revASPM-05,4,13,0.1
35-CAAL-revASPM-05,7,13,0.1
35-CAAL-revASPM-05,4,14,0.1
35-CAAL-revASPM-05,7,14,0.1
35-CAAL-revASPM-05,4,15,0.0666667
35-CAAL-revASPM-05,7,15,0.0666667
35-CAAL-revASPM-05,1,16,0.190777
35-CAAL-revASPM-05,4,16,0.1
35-CAAL-revASPM-05,7,16,0.1
