id,factor,fleet,value
16-CAAL-rm-spike,4,1,0.1
16-CAAL-rm-spike,7,1,0.1
16-CAAL-rm-spike,4,2,0.0833333
16-CAAL-rm-spike,7,2,0.1
16-CAAL-rm-spike,4,3,0.1
16-CAAL-rm-spike,7,3,0.1
16-CAAL-rm-spike,4,4,0.1
16-CAAL-rm-spike,7,4,0.1
16-CAAL-rm-spike,4,5,0.1
16-CAAL-rm-spike,7,5,0.1
16-CAAL-rm-spike,4,6,0.0555556
16-CAAL-rm-spike,7,6,0.1
16-CAAL-rm-spike,4,7,0.1
16-CAAL-rm-spike,7,7,0.1
16-CAAL-rm-spike,4,8,0.1
16-CAAL-rm-spike,7,8,0.1
16-CAAL-rm-spike,4,9,0.1
16-CAAL-rm-spike,7,9,0.0833333
16-CAAL-rm-spike,4,10,0.1
16-CAAL-rm-spike,7,10,0.0434783
16-CAAL-rm-spike,4,11,0.0625
16-CAAL-rm-spike,7,11,0.1
16-CAAL-rm-spike,4,12,0.0294118
16-CAAL-rm-spike,7,12,0.1
16-CAAL-rm-spike,4,13,0.1
16-CAAL-rm-spike,7,13,0.1
16-CAAL-rm-spike,4,14,0.1
16-CAAL-rm-spike,7,14,0.1
16-CAAL-rm-spike,4,15,0.0666667
16-CAAL-rm-spike,7,15,0.0666667
16-CAAL-rm-spike,4,16,0.1
16-CAAL-rm-spike,7,16,0.1
