id,Fleet,Fleet_name,Time,Obs,Exp,SE,Dev,Use
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1979.83,1.86281,0.989748,0.523979,0.632391,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1980.83,1.31391,1.00102,0.523317,0.271986,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1981.83,1.2559,1.00758,0.523402,0.220298,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1982.83,1.50646,1.00258,0.517153,0.407187,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1983.83,0.922278,0.988466,0.52108,-0.0693079,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1984.83,1.32673,0.96557,0.51412,0.317754,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1985.83,0.877509,0.93542,0.512722,-0.0639082,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1986.83,0.855618,0.909179,0.526053,-0.0607182,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1987.83,0.835362,0.908111,0.536613,-0.0835011,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1988.83,0.736157,0.93817,0.548397,-0.242488,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1989.83,1.65752,0.971988,0.511416,0.533734,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1990.83,1.13159,0.989077,0.527422,0.134607,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1991.83,1.02708,0.992589,0.536473,0.0341583,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1992.83,0.558306,0.992114,0.575191,-0.574931,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1993.83,0.81207,0.992062,0.539697,-0.200199,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1994.83,1.12053,0.991659,0.53193,0.122178,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1995.83,1.11373,0.9933,0.549242,0.114437,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1996.83,1.1907,1.01557,0.532667,0.159095,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1997.83,1.31626,1.07772,0.538998,0.199947,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1998.83,1.99334,1.13361,0.519467,0.564401,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,1999.83,1.18608,1.15554,0.560247,0.0260825,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2000.83,0.788006,1.12983,0.574838,-0.360317,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2001.83,0.727835,1.06288,0.571019,-0.378665,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2002.83,0.803887,1.00651,0.552375,-0.224784,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2003.83,1.3191,0.975407,0.535812,0.30185,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2004.83,1.26325,0.966549,0.539745,0.267711,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2005.83,1.04284,0.974105,0.555266,0.0681838,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2006.83,0.740614,0.981072,0.56539,-0.281166,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2007.83,0.829133,0.984021,0.554383,-0.171267,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2008.83,1.047,0.979135,0.552237,0.0670151,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2009.83,0.645173,0.959787,0.570791,-0.397193,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2010.83,0.790723,0.929328,0.567114,-0.161514,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2011.83,0.722675,0.897058,0.571027,-0.216161,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2012.83,0.69595,0.871476,0.575333,-0.22491,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2013.83,0.717588,0.859778,0.579687,-0.180779,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2014.83,0.790042,0.862839,0.575679,-0.0881425,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2015.83,0.78514,0.869546,0.577051,-0.102109,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2016.83,0.687733,0.877492,0.571492,-0.243667,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2017.83,0.591417,0.882289,0.557913,-0.399999,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2018.83,0.724244,0.878809,0.567553,-0.193439,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2019.83,0.794833,0.877847,0.552768,-0.0993405,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2020.83,0.742562,0.914641,0.563178,-0.208426,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2021.83,1.23811,0.988628,0.548316,0.225023,1
20-CAAL-1979-estInitF,15,S01_INDEX.1-4,2022.83,0.912191,1.04457,0.574636,-0.135515,1
