id,Year,B.Bmsy,F.Fmsy
20-CAAL-1979-estInitF,1979,4.86064,1.61435e-05
20-CAAL-1979-estInitF,1980,4.90423,1.23954e-05
20-CAAL-1979-estInitF,1981,4.9675,2.3363e-05
20-CAAL-1979-estInitF,1982,5.02291,2.22283e-05
20-CAAL-1979-estInitF,1983,5.01948,1.40178e-05
20-CAAL-1979-estInitF,1984,4.93715,1.55985e-05
20-CAAL-1979-estInitF,1985,4.83864,1.49884e-05
20-CAAL-1979-estInitF,1986,4.6818,1.37803e-05
20-CAAL-1979-estInitF,1987,4.5111,1.2573e-05
20-CAAL-1979-estInitF,1988,4.42939,1.63426e-05
20-CAAL-1979-estInitF,1989,4.57525,2.23311e-05
20-CAAL-1979-estInitF,1990,4.83909,1.48979e-05
20-CAAL-1979-estInitF,1991,4.95341,1.26025e-05
20-CAAL-1979-estInitF,1992,4.95294,1.20574e-05
20-CAAL-1979-estInitF,1993,4.93123,1.49233e-05
20-CAAL-1979-estInitF,1994,4.92797,2.31785e-05
20-CAAL-1979-estInitF,1995,4.93187,1.89397e-05
20-CAAL-1979-estInitF,1996,4.92538,1.6735e-05
20-CAAL-1979-estInitF,1997,4.95534,1.64959e-05
20-CAAL-1979-estInitF,1998,5.20971,2.31062e-05
20-CAAL-1979-estInitF,1999,5.68924,2.25621e-05
20-CAAL-1979-estInitF,2000,5.80961,1.90263e-05
20-CAAL-1979-estInitF,2001,5.76869,1.92178e-05
20-CAAL-1979-estInitF,2002,5.39821,2.10033e-05
20-CAAL-1979-estInitF,2003,4.95016,2.67638e-05
20-CAAL-1979-estInitF,2004,4.82202,2.25158e-05
20-CAAL-1979-estInitF,2005,4.75366,1.80752e-05
20-CAAL-1979-estInitF,2006,4.81072,1.53926e-05
20-CAAL-1979-estInitF,2007,4.89146,1.45902e-05
20-CAAL-1979-estInitF,2008,4.89299,1.66799e-05
20-CAAL-1979-estInitF,2009,4.89802,1.72105e-05
20-CAAL-1979-estInitF,2010,4.82162,1.69209e-05
20-CAAL-1979-estInitF,2011,4.65824,1.91363e-05
20-CAAL-1979-estInitF,2012,4.47418,1.93116e-05
20-CAAL-1979-estInitF,2013,4.3245,1.45102e-05
20-CAAL-1979-estInitF,2014,4.2413,1.90153e-05
20-CAAL-1979-estInitF,2015,4.25459,1.73858e-05
20-CAAL-1979-estInitF,2016,4.32375,1.43303e-05
20-CAAL-1979-estInitF,2017,4.34866,1.27976e-05
20-CAAL-1979-estInitF,2018,4.39902,1.54931e-05
20-CAAL-1979-estInitF,2019,4.39197,1.34491e-05
20-CAAL-1979-estInitF,2020,4.33705,1.21006e-05
20-CAAL-1979-estInitF,2021,4.38759,1.29481e-05
20-CAAL-1979-estInitF,2022,4.80509,1.01574e-05
20-CAAL-1979-estInitF,2023,5.26688,1.01574e-05
