id,factor,fleet,value
18-CAAL-cUnc-cv40,4,1,0.1
18-CAAL-cUnc-cv40,7,1,0.1
18-CAAL-cUnc-cv40,4,2,0.0833333
18-CAAL-cUnc-cv40,7,2,0.1
18-CAAL-cUnc-cv40,4,3,0.1
18-CAAL-cUnc-cv40,7,3,0.1
18-CAAL-cUnc-cv40,4,4,0.1
18-CAAL-cUnc-cv40,7,4,0.1
18-CAAL-cUnc-cv40,4,5,0.1
18-CAAL-cUnc-cv40,7,5,0.1
18-CAAL-cUnc-cv40,4,6,0.0555556
18-CAAL-cUnc-cv40,7,6,0.1
18-CAAL-cUnc-cv40,4,7,0.1
18-CAAL-cUnc-cv40,7,7,0.1
18-CAAL-cUnc-cv40,4,8,0.1
18-CAAL-cUnc-cv40,7,8,0.1
18-CAAL-cUnc-cv40,4,9,0.1
18-CAAL-cUnc-cv40,7,9,0.0833333
18-CAAL-cUnc-cv40,4,10,0.1
18-CAAL-cUnc-cv40,7,10,0.0434783
18-CAAL-cUnc-cv40,4,11,0.0625
18-CAAL-cUnc-cv40,7,11,0.1
18-CAAL-cUnc-cv40,4,12,0.0294118
18-CAAL-cUnc-cv40,7,12,0.1
18-CAAL-cUnc-cv40,4,13,0.1
18-CAAL-cUnc-cv40,7,13,0.1
18-CAAL-cUnc-cv40,4,14,0.1
18-CAAL-cUnc-cv40,7,14,0.1
18-CAAL-cUnc-cv40,4,15,0.0666667
18-CAAL-cUnc-cv40,7,15,0.0666667
18-CAAL-cUnc-cv40,4,16,0.1
18-CAAL-cUnc-cv40,7,16,0.1
