"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11087.1 482.711 NA NA
"SSB_Initial" "SSB_Initial" 11087.1 482.711 NA NA
"SSB_1952" "SSB_1952" 11335.3 937.483 NA NA
"SSB_1953" "SSB_1953" 11385.1 931.529 NA NA
"SSB_1954" "SSB_1954" 10392.2 992.104 NA NA
"SSB_1955" "SSB_1955" 6078.9 1289.85 NA NA
"SSB_1956" "SSB_1956" 5042.17 1105.09 NA NA
"SSB_1957" "SSB_1957" 4742.68 980.775 NA NA
"SSB_1958" "SSB_1958" 4637.67 936.118 NA NA
"SSB_1959" "SSB_1959" 3732.44 899.432 NA NA
"SSB_1960" "SSB_1960" 3463.01 853.061 NA NA
"SSB_1961" "SSB_1961" 3313.34 820.838 NA NA
"SSB_1962" "SSB_1962" 2494.35 757.013 NA NA
"SSB_1963" "SSB_1963" 2169.81 672.74 NA NA
"SSB_1964" "SSB_1964" 1839.53 600.514 NA NA
"SSB_1965" "SSB_1965" 2226.86 631.805 NA NA
"SSB_1966" "SSB_1966" 2265.97 657.821 NA NA
"SSB_1967" "SSB_1967" 1979.74 668.765 NA NA
"SSB_1968" "SSB_1968" 2407.73 686.522 NA NA
"SSB_1969" "SSB_1969" 2916.58 716.831 NA NA
"SSB_1970" "SSB_1970" 3332.41 739.379 NA NA
"SSB_1971" "SSB_1971" 2592.92 672.066 NA NA
"SSB_1972" "SSB_1972" 1896.46 552.558 NA NA
"SSB_1973" "SSB_1973" 1667.01 474.957 NA NA
"SSB_1974" "SSB_1974" 1578.05 455.69 NA NA
"SSB_1975" "SSB_1975" 1701.83 460.51 NA NA
"SSB_1976" "SSB_1976" 1918.74 461.586 NA NA
"SSB_1977" "SSB_1977" 2001.23 464.865 NA NA
"SSB_1978" "SSB_1978" 2469.99 474.705 NA NA
"SSB_1979" "SSB_1979" 2240.06 431.123 NA NA
"SSB_1980" "SSB_1980" 2138.96 420.875 NA NA
"SSB_1981" "SSB_1981" 2678.21 409.161 NA NA
"SSB_1982" "SSB_1982" 2277.15 371.024 NA NA
"SSB_1983" "SSB_1983" 1776.34 338.293 NA NA
"SSB_1984" "SSB_1984" 1914.48 341.191 NA NA
"SSB_1985" "SSB_1985" 1921.8 336.186 NA NA
"SSB_1986" "SSB_1986" 1742.76 322.145 NA NA
"SSB_1987" "SSB_1987" 1649.21 301.643 NA NA
"SSB_1988" "SSB_1988" 1531.56 319.526 NA NA
"SSB_1989" "SSB_1989" 1529.14 337.223 NA NA
"SSB_1990" "SSB_1990" 1420.05 316.929 NA NA
"SSB_1991" "SSB_1991" 1483.06 328.367 NA NA
"SSB_1992" "SSB_1992" 1618.97 354.471 NA NA
"SSB_1993" "SSB_1993" 1886.82 395.252 NA NA
"SSB_1994" "SSB_1994" 2048.97 433.519 NA NA
"SSB_1995" "SSB_1995" 1779.63 402.975 NA NA
"SSB_1996" "SSB_1996" 1871.23 374.719 NA NA
"SSB_1997" "SSB_1997" 1955 374.011 NA NA
"SSB_1998" "SSB_1998" 2236.13 398.866 NA NA
"SSB_1999" "SSB_1999" 2457.97 429.933 NA NA
"SSB_2000" "SSB_2000" 2321.99 450.837 NA NA
"SSB_2001" "SSB_2001" 2575.9 469.179 NA NA
"SSB_2002" "SSB_2002" 2653.03 428.968 NA NA
"SSB_2003" "SSB_2003" 2253.27 365.757 NA NA
"SSB_2004" "SSB_2004" 1781.52 316.466 NA NA
"SSB_2005" "SSB_2005" 1424.29 291.364 NA NA
