id,like_comp,fleet,phase,value,sizefreq_method
35-CAAL-revASPM-05,1,5,1,1,1
35-CAAL-revASPM-05,1,16,1,1,1
35-CAAL-revASPM-05,4,5,1,1,1
35-CAAL-revASPM-05,5,5,1,1,1
35-CAAL-revASPM-05,7,5,1,1,1
