Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-CAAL-revASPM-05
Catch_like,0.000111685,2.83925e-06,5.40138e-07,9.76373e-07,6.07756e-07,3.88552e-07,4.89945e-07,4.9809e-07,3.89835e-07,2.52343e-07,8.95407e-07,3.47332e-07,7.2635e-07,4.25534e-07,3.28262e-07,0.000101979,0,35-CAAL-revASPM-05
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35-CAAL-revASPM-05
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35-CAAL-revASPM-05
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35-CAAL-revASPM-05
Surv_like,-31.5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.5975,35-CAAL-revASPM-05
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35-CAAL-revASPM-05
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35-CAAL-revASPM-05
Length_lambda,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35-CAAL-revASPM-05
Length_like,8.17641,0,0,19.865,0,8.17641,0,0,0,0,59.7118,55.0472,0,0,36.5441,0,0,35-CAAL-revASPM-05
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,35-CAAL-revASPM-05
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35-CAAL-revASPM-05
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35-CAAL-revASPM-05
Age_like,0,0,0,0,0,0,0,0,0,0.0333712,0.0468596,0,0.0240157,0,0,0,0,35-CAAL-revASPM-05
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,35-CAAL-revASPM-05
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35-CAAL-revASPM-05
SizeFreq_lambda:_1,,,0,0,,,0,0,,0,0,,,,,,0,35-CAAL-revASPM-05
SizeFreq_like:_1,0,,233.21,54.5717,,,930.404,376.641,,86.9316,116.269,,,,,,10.7485,35-CAAL-revASPM-05
