Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52-CAAL-oneFleet-10
Catch_like,0.554338,0.000691459,0.0005173,0.00187907,0.00111106,0.000161358,0.00022105,0.000278782,0.000227089,0.000236674,0.00270383,8.96346e-05,0.000824676,0.000405204,8.50696e-05,0.544906,0,52-CAAL-oneFleet-10
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52-CAAL-oneFleet-10
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52-CAAL-oneFleet-10
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52-CAAL-oneFleet-10
Surv_like,-32.2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.2116,52-CAAL-oneFleet-10
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,52-CAAL-oneFleet-10
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52-CAAL-oneFleet-10
Length_lambda,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52-CAAL-oneFleet-10
Length_like,21.8754,0,0,14.2799,0,6.3088,0,0,0,0,21.8754,37.6415,0,0,28.479,0,0,52-CAAL-oneFleet-10
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,52-CAAL-oneFleet-10
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52-CAAL-oneFleet-10
Age_lambda,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52-CAAL-oneFleet-10
Age_like,0.0501519,0,0,0,0,0,0,0,0,0.0355759,0.0501519,0,0.0263997,0,0,0,0,52-CAAL-oneFleet-10
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,52-CAAL-oneFleet-10
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52-CAAL-oneFleet-10
SizeFreq_lambda:_1,,,0,0,,,0,0,,0,1,,,,,,0,52-CAAL-oneFleet-10
SizeFreq_like:_1,54.4897,,93.0042,34.307,,,397.706,205.584,,58.0223,54.4897,,,,,,8.29405,52-CAAL-oneFleet-10
