"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.0136048 0.20124 "Early_InitAge" 1942
"Early_InitAge_9" 0.00586127 0.200564 "Early_InitAge" 1943
"Early_InitAge_8" 0.00845813 0.200801 "Early_InitAge" 1944
"Early_InitAge_7" 0.0122904 0.201136 "Early_InitAge" 1945
"Early_InitAge_6" 0.0180962 0.20162 "Early_InitAge" 1946
"Early_InitAge_5" 0.0272956 0.202345 "Early_InitAge" 1947
"Early_InitAge_4" 0.0423697 0.203415 "Early_InitAge" 1948
"Early_InitAge_3" 0.0632318 0.204374 "Early_InitAge" 1949
"Early_InitAge_2" 0.0712925 0.203765 "Early_InitAge" 1950
"Early_InitAge_1" 0.0876618 0.203735 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.142298 0.201277 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.167876 0.197956 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.132754 0.195184 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0906603 0.194753 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0848836 0.192995 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.110355 0.193363 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.130827 0.193573 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.148405 0.191215 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.138286 0.190989 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.159555 0.183695 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.103486 0.185972 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.000370154 0.187862 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.00782288 0.189151 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.0109467 0.189196 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0211458 0.189602 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.0342047 0.190097 "Main_RecrDev" 1967
"Main_RecrDev_1968" -0.0245923 0.188937 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.00705503 0.185792 "Main_RecrDev" 1969
