id,factor,fleet,value
06-exclude-more-comp,4,1,0.1
06-exclude-more-comp,7,1,0.1
06-exclude-more-comp,4,2,0.0833333
06-exclude-more-comp,7,2,0.1
06-exclude-more-comp,4,3,0.1
06-exclude-more-comp,7,3,0.1
06-exclude-more-comp,4,4,0.1
06-exclude-more-comp,7,4,0.1
06-exclude-more-comp,4,5,0.1
06-exclude-more-comp,7,5,0.1
06-exclude-more-comp,4,6,0.0555556
06-exclude-more-comp,7,6,0.1
06-exclude-more-comp,4,7,0.1
06-exclude-more-comp,7,7,0.1
06-exclude-more-comp,4,8,0.1
06-exclude-more-comp,7,8,0.1
06-exclude-more-comp,4,9,0.1
06-exclude-more-comp,7,9,0.0833333
06-exclude-more-comp,4,10,0.1
06-exclude-more-comp,7,10,0.0434783
06-exclude-more-comp,4,11,0.0625
06-exclude-more-comp,7,11,0.1
06-exclude-more-comp,4,12,0.0294118
06-exclude-more-comp,7,12,0.1
06-exclude-more-comp,4,13,0.1
06-exclude-more-comp,7,13,0.1
06-exclude-more-comp,4,14,0.1
06-exclude-more-comp,7,14,0.1
06-exclude-more-comp,1,15,0.190777
06-exclude-more-comp,4,15,0.0666667
06-exclude-more-comp,7,15,0.0666667
