"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11414.9 459.184 NA NA
"SSB_Initial" "SSB_Initial" 11414.9 459.184 NA NA
"SSB_1952" "SSB_1952" 11775.5 945.089 NA NA
"SSB_1953" "SSB_1953" 11867.1 935.192 NA NA
"SSB_1954" "SSB_1954" 10895.9 934.359 NA NA
"SSB_1955" "SSB_1955" 5723.55 1043.72 NA NA
"SSB_1956" "SSB_1956" 4736.93 916.934 NA NA
"SSB_1957" "SSB_1957" 4539.31 838.203 NA NA
"SSB_1958" "SSB_1958" 4498.47 807.373 NA NA
"SSB_1959" "SSB_1959" 3605.77 756.483 NA NA
"SSB_1960" "SSB_1960" 3390.34 726.938 NA NA
"SSB_1961" "SSB_1961" 3269.25 702.28 NA NA
"SSB_1962" "SSB_1962" 2356.2 632.293 NA NA
"SSB_1963" "SSB_1963" 2021.25 563.63 NA NA
"SSB_1964" "SSB_1964" 1664.41 508.835 NA NA
"SSB_1965" "SSB_1965" 2075.77 554.222 NA NA
"SSB_1966" "SSB_1966" 2135.23 588.089 NA NA
"SSB_1967" "SSB_1967" 1841.75 606.013 NA NA
"SSB_1968" "SSB_1968" 2288.14 636.324 NA NA
"SSB_1969" "SSB_1969" 2818.22 677.88 NA NA
"SSB_1970" "SSB_1970" 3254.59 707.49 NA NA
"SSB_1971" "SSB_1971" 2554.01 639.851 NA NA
"SSB_1972" "SSB_1972" 1867.62 535.898 NA NA
"SSB_1973" "SSB_1973" 1670.61 471.286 NA NA
"SSB_1974" "SSB_1974" 1629.05 467.766 NA NA
"SSB_1975" "SSB_1975" 1758.85 492.713 NA NA
"SSB_1976" "SSB_1976" 1983.91 510.966 NA NA
"SSB_1977" "SSB_1977" 2086.73 525.073 NA NA
"SSB_1978" "SSB_1978" 2589.34 547.671 NA NA
"SSB_1979" "SSB_1979" 2402.81 520.886 NA NA
"SSB_1980" "SSB_1980" 2302.7 514.981 NA NA
"SSB_1981" "SSB_1981" 2837.31 497.096 NA NA
"SSB_1982" "SSB_1982" 2411.59 452.264 NA NA
"SSB_1983" "SSB_1983" 1896.8 416.619 NA NA
"SSB_1984" "SSB_1984" 2034.17 416.846 NA NA
"SSB_1985" "SSB_1985" 2043.74 408.878 NA NA
"SSB_1986" "SSB_1986" 1854.58 388.574 NA NA
"SSB_1987" "SSB_1987" 1747.27 360.404 NA NA
"SSB_1988" "SSB_1988" 1614.38 373.953 NA NA
"SSB_1989" "SSB_1989" 1605.89 388.505 NA NA
"SSB_1990" "SSB_1990" 1491.42 362.565 NA NA
"SSB_1991" "SSB_1991" 1549.2 374.626 NA NA
"SSB_1992" "SSB_1992" 1690.63 402.895 NA NA
"SSB_1993" "SSB_1993" 1967.37 446.501 NA NA
"SSB_1994" "SSB_1994" 2133.69 486.469 NA NA
"SSB_1995" "SSB_1995" 1861.98 453.328 NA NA
"SSB_1996" "SSB_1996" 1946.78 421.314 NA NA
"SSB_1997" "SSB_1997" 2028.91 419.168 NA NA
"SSB_1998" "SSB_1998" 2304.78 446.724 NA NA
"SSB_1999" "SSB_1999" 2528.86 486.081 NA NA
"SSB_2000" "SSB_2000" 2392.78 509.715 NA NA
"SSB_2001" "SSB_2001" 2657.93 531.279 NA NA
"SSB_2002" "SSB_2002" 2747.36 487.959 NA NA
"SSB_2003" "SSB_2003" 2328.24 415.142 NA NA
"SSB_2004" "SSB_2004" 1840.04 356.583 NA NA
"SSB_2005" "SSB_2005" 1472.95 327.104 NA NA
"SSB_2006" "SSB_2006" 1496.99 334.761 NA NA
"SSB_2007" "SSB_2007" 1654.57 363.355 NA NA
"SSB_2008" "SSB_2008" 1719.57 387.838 NA NA
"SSB_2009" "SSB_2009" 1708.37 394.337 NA NA
"SSB_2010" "SSB_2010" 1813.47 378.306 NA NA
"SSB_2011" "SSB_2011" 1733.6 342.936 NA NA
"SSB_2012" "SSB_2012" 1420.78 299.119 NA NA
"SSB_2013" "SSB_2013" 1171.98 260.967 NA NA
"SSB_2014" "SSB_2014" 1242.7 242.854 NA NA
"SSB_2015" "SSB_2015" 1073.85 223.998 NA NA
"SSB_2016" "SSB_2016" 968.351 221.988 NA NA
"SSB_2017" "SSB_2017" 1001.4 232.511 NA NA
"SSB_2018" "SSB_2018" 1123.05 255.312 NA NA
"SSB_2019" "SSB_2019" 1112.42 262.795 NA NA
"SSB_2020" "SSB_2020" 1035.9 270.856 NA NA
"SSB_2021" "SSB_2021" 1001.22 305.943 NA NA
"SSB_2022" "SSB_2022" 1231.25 419.105 NA NA
"SSB_2023" "SSB_2023" 1791.21 631.112 NA NA
"Recr_Virgin" "Recr_Virgin" 159.833 4.00792 NA NA
"Recr_Initial" "Recr_Initial" 159.833 4.00792 NA NA
"Recr_1952" "Recr_1952" 183.844 37.5894 NA NA
"Recr_1953" "Recr_1953" 179.435 35.9664 NA NA
"Recr_1954" "Recr_1954" 171.622 33.9632 NA NA
"Recr_1955" "Recr_1955" 159.676 31.571 NA NA
"Recr_1956" "Recr_1956" 158.831 31.5783 NA NA
"Recr_1957" "Recr_1957" 162.371 32.4348 NA NA
"Recr_1958" "Recr_1958" 164.438 32.5704 NA NA
"Recr_1959" "Recr_1959" 156.784 31.1981 NA NA
"Recr_1960" "Recr_1960" 157.451 30.7695 NA NA
"Recr_1961" "Recr_1961" 150.902 28.9389 NA NA
"Recr_1962" "Recr_1962" 133.025 26.5678 NA NA
"Recr_1963" "Recr_1963" 127.606 25.8626 NA NA
"Recr_1964" "Recr_1964" 119.963 24.9492 NA NA
