id,factor,fleet,value
44-CAAL-revASPM-14,4,1,0.1
44-CAAL-revASPM-14,7,1,0.1
44-CAAL-revASPM-14,4,2,0.0833333
44-CAAL-revASPM-14,7,2,0.1
44-CAAL-revASPM-14,4,3,0.1
44-CAAL-revASPM-14,7,3,0.1
44-CAAL-revASPM-14,4,4,0.1
44-CAAL-revASPM-14,7,4,0.1
44-CAAL-revASPM-14,4,5,0.1
44-CAAL-revASPM-14,7,5,0.1
44-CAAL-revASPM-14,4,6,0.0555556
44-CAAL-revASPM-14,7,6,0.1
44-CAAL-revASPM-14,4,7,0.1
44-CAAL-revASPM-14,7,7,0.1
44-CAAL-revASPM-14,4,8,0.1
44-CAAL-revASPM-14,7,8,0.1
44-CAAL-revASPM-14,4,9,0.1
44-CAAL-revASPM-14,7,9,0.0833333
44-CAAL-revASPM-14,4,10,0.1
44-CAAL-revASPM-14,7,10,0.0434783
44-CAAL-revASPM-14,4,11,0.0625
44-CAAL-revASPM-14,7,11,0.1
44-CAAL-revASPM-14,4,12,0.0294118
44-CAAL-revASPM-14,7,12,0.1
44-CAAL-revASPM-14,4,13,0.1
44-CAAL-revASPM-14,7,13,0.1
44-CAAL-revASPM-14,4,14,0.1
44-CAAL-revASPM-14,7,14,0.1
44-CAAL-revASPM-14,4,15,0.0666667
44-CAAL-revASPM-14,7,15,0.0666667
44-CAAL-revASPM-14,1,16,0.190777
44-CAAL-revASPM-14,4,16,0.1
44-CAAL-revASPM-14,7,16,0.1
