id,like_comp,fleet,phase,value,sizefreq_method
44-CAAL-revASPM-14,1,14,1,1,1
44-CAAL-revASPM-14,1,16,1,1,1
44-CAAL-revASPM-14,4,14,1,1,1
44-CAAL-revASPM-14,5,14,1,1,1
44-CAAL-revASPM-14,7,14,1,1,1
