"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.000303094 0.200023 "Early_InitAge" 1942
"Early_InitAge_9" 0.000131143 0.200012 "Early_InitAge" 1943
"Early_InitAge_8" 0.000187505 0.200016 "Early_InitAge" 1944
"Early_InitAge_7" 0.000267637 0.200021 "Early_InitAge" 1945
"Early_InitAge_6" 0.000380904 0.200027 "Early_InitAge" 1946
"Early_InitAge_5" 0.000539878 0.200031 "Early_InitAge" 1947
"Early_InitAge_4" 0.000759649 0.200031 "Early_InitAge" 1948
"Early_InitAge_3" 0.00105323 0.200022 "Early_InitAge" 1949
"Early_InitAge_2" 0.00143456 0.199991 "Early_InitAge" 1950
"Early_InitAge_1" 0.00194447 0.199917 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.00640002 0.197782 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.00704953 0.196693 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.00687625 0.195998 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.00675342 0.195689 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.007091 0.194799 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.00742677 0.193912 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.00764685 0.193246 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.00765417 0.192948 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.00749585 0.192959 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.00779783 0.193464 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.00680403 0.196258 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.00471602 0.197836 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.00423463 0.198644 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.00421263 0.198878 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.00406922 0.199719 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.00396345 0.200456 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.00410077 0.199952 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.00427601 0.199565 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.00362778 0.199652 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.00355376 0.20023 "Main_RecrDev" 1971
"Main_RecrDev_1972" 0.00497037 0.200781 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.00389256 0.200954 "Main_RecrDev" 1973
"Main_RecrDev_1974" 5.18945e-05 0.200932 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.00464398 0.201045 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.0158213 0.201446 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.00452973 0.201029 "Main_RecrDev" 1977
"Main_RecrDev_1978" -0.0561792 0.189991 "Main_RecrDev" 1978
"Main_RecrDev_1979" -0.00737568 0.183423 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.0179814 0.176213 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.097485 0.171504 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0993902 0.171074 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.115438 0.176876 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.132858 0.172032 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.118258 0.177067 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.0102797 0.186013 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.147302 0.181134 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.00423526 0.177089 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.111886 0.172985 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.10544 0.181338 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.00107572 0.186214 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.155089 0.188576 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.179831 0.187248 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.107062 0.18982 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.193578 0.196782 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.417436 0.174854 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.0400386 0.162832 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.0858651 0.146717 "Main_RecrDev" 1998
"Main_RecrDev_1999" -0.0355961 0.162611 "Main_RecrDev" 1999
"Main_RecrDev_2000" 0.0454494 0.180824 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.309844 0.186837 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.12729 0.185207 "Main_RecrDev" 2002
"Main_RecrDev_2003" 0.0127486 0.168554 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.0617508 0.171972 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.0924645 0.171501 "Main_RecrDev" 2005
"Main_RecrDev_2006" 0.0729031 0.170438 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.0605693 0.166771 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.145579 0.166629 "Main_RecrDev" 2008
