"Value" "Parm_StDev" "type" "Yr"
"Main_RecrDev_2009" -0.0560668 0.168103 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.055854 0.162338 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.118694 0.161635 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.191254 0.16274 "Main_RecrDev" 2012
"Main_RecrDev_2013" 0.0632403 0.152204 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.128293 0.144089 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.198439 0.149818 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.088242 0.151698 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0627274 0.147756 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.260207 0.14769 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0653812 0.139423 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.266995 0.1655 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.0892939 0.192325 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.00199704 0.200161 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
