id,Label,values,lambdas
50-CAAL-oneFleet-07,TOTAL,140.056,
50-CAAL-oneFleet-07,Catch,0.038923,
50-CAAL-oneFleet-07,Equil_catch,0,
50-CAAL-oneFleet-07,Survey,-28.4726,
50-CAAL-oneFleet-07,Length_comp,0,
50-CAAL-oneFleet-07,Age_comp,0,
50-CAAL-oneFleet-07,SizeFreq,188.151,
50-CAAL-oneFleet-07,Recruitment,-19.6654,1
50-CAAL-oneFleet-07,InitEQ_Regime,0,1
50-CAAL-oneFleet-07,Forecast_Recruitment,4.98521e-05,1
50-CAAL-oneFleet-07,Parm_priors,0,1
50-CAAL-oneFleet-07,Parm_softbounds,0.00405996,
50-CAAL-oneFleet-07,Parm_devs,0,1
50-CAAL-oneFleet-07,Crash_Pen,0,1
