"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.0538807 0 "Early_InitAge" 1942
"Early_InitAge_9" 0.0227369 0 "Early_InitAge" 1943
"Early_InitAge_8" 0.0332275 0 "Early_InitAge" 1944
"Early_InitAge_7" 0.0491408 0 "Early_InitAge" 1945
"Early_InitAge_6" 0.0737073 0 "Early_InitAge" 1946
"Early_InitAge_5" 0.110892 0 "Early_InitAge" 1947
"Early_InitAge_4" 0.15321 0 "Early_InitAge" 1948
"Early_InitAge_3" 0.125881 0 "Early_InitAge" 1949
"Early_InitAge_2" -0.0222393 0 "Early_InitAge" 1950
"Early_InitAge_1" -0.0464533 0 "Early_InitAge" 1951
"Main_RecrDev_1952" -0.0155057 0 "Main_RecrDev" 1952
"Main_RecrDev_1953" -0.0342688 0 "Main_RecrDev" 1953
"Main_RecrDev_1954" -0.0433758 0 "Main_RecrDev" 1954
"Main_RecrDev_1955" -0.0718346 0 "Main_RecrDev" 1955
"Main_RecrDev_1956" -0.103465 0 "Main_RecrDev" 1956
"Main_RecrDev_1957" -0.00845192 0 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.00444436 0 "Main_RecrDev" 1958
"Main_RecrDev_1959" -0.0620216 0 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0125877 0 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0108292 0 "Main_RecrDev" 1961
"Main_RecrDev_1962" -0.00117038 0 "Main_RecrDev" 1962
"Main_RecrDev_1963" -0.00849968 0 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.00286077 0 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.0134558 0 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.00100139 0 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.0175923 0 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0465261 0 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.0610843 0 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.0390953 0 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.113068 0 "Main_RecrDev" 1971
"Main_RecrDev_1972" 0.102732 0 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.107613 0 "Main_RecrDev" 1973
"Main_RecrDev_1974" 0.056034 0 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.0462713 0 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.126457 0 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.0992771 0 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.133273 0 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.0264823 0 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.155187 0 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.153548 0 "Main_RecrDev" 1981
"Main_RecrDev_1982" 0.0242202 0 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.100793 0 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.146498 0 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.342844 0 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.0911792 0 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.228835 0 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.139943 0 "Main_RecrDev" 1988
"Main_RecrDev_1989" 0.0252944 0 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.053516 0 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.0299246 0 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.0135284 0 "Main_RecrDev" 1992
