id,Fleet,Time,Obs,Exp,sel_bio,sel_num,F,Like,Mult
64-CAAL-NZdblnormV2-99,1,1952.37,0.002,0.002,0.106636,0.002,3.46996e-09,1.43523e-16,1
64-CAAL-NZdblnormV2-99,1,1952.62,0.002,0.002,0.106676,0.002,3.52532e-09,1.48223e-16,1
64-CAAL-NZdblnormV2-99,1,1953.12,0.068,0.068,3.52764,0.068,1.17746e-07,1.37204e-16,1
64-CAAL-NZdblnormV2-99,1,1953.37,0.014,0.014,0.73521,0.014,2.44701e-08,1.46696e-16,1
64-CAAL-NZdblnormV2-99,1,1953.62,0.023,0.023,1.21334,0.023,4.06233e-08,2.31967e-16,1
64-CAAL-NZdblnormV2-99,1,1953.87,0.024,0.024,1.24865,0.024,4.20358e-08,1.01503e-13,1
64-CAAL-NZdblnormV2-99,1,1954.12,0.175,0.175,9.06112,0.175,3.04051e-07,1.80974e-16,1
64-CAAL-NZdblnormV2-99,1,1954.37,0.328,0.328,17.2274,0.328,5.76806e-07,1.51284e-16,1
64-CAAL-NZdblnormV2-99,1,1954.62,0.257,0.257,13.5689,0.257,4.5778e-07,2.26906e-15,1
64-CAAL-NZdblnormV2-99,1,1954.87,0.34,0.34,17.7022,0.34,6.0153e-07,1.25111e-14,1
64-CAAL-NZdblnormV2-99,1,1955.12,0.216,0.216,11.1887,0.216,3.79414e-07,1.77198e-16,1
64-CAAL-NZdblnormV2-99,1,1955.37,0.228,0.228,11.9805,0.228,4.05657e-07,1.59038e-16,1
64-CAAL-NZdblnormV2-99,1,1955.62,0.184,0.184,9.72676,0.184,3.32074e-07,2.48154e-16,1
64-CAAL-NZdblnormV2-99,1,1955.87,0.412,0.412,21.5028,0.412,7.40277e-07,2.9301e-16,1
64-CAAL-NZdblnormV2-99,1,1956.12,0.14,0.14,7.27453,0.14,2.50399e-07,1.69295e-16,1
64-CAAL-NZdblnormV2-99,1,1956.37,0.201,0.201,10.596,0.201,3.64989e-07,1.6888e-16,1
64-CAAL-NZdblnormV2-99,1,1956.62,0.112,0.112,5.94021,0.112,2.06753e-07,2.06058e-16,1
64-CAAL-NZdblnormV2-99,1,1956.87,0.255,0.255,13.3534,0.255,4.69639e-07,2.66058e-16,1
64-CAAL-NZdblnormV2-99,1,1957.12,0.125,0.125,6.51315,0.125,2.29471e-07,1.61904e-16,1
64-CAAL-NZdblnormV2-99,1,1957.37,0.098,0.098,5.1661,0.098,1.82372e-07,1.82824e-16,1
64-CAAL-NZdblnormV2-99,1,1957.62,0.234,0.234,12.3208,0.234,4.38933e-07,2.74878e-16,1
64-CAAL-NZdblnormV2-99,1,1957.87,0.645,0.645,33.2267,0.645,1.18816e-06,3.6524e-16,1
64-CAAL-NZdblnormV2-99,1,1958.12,0.27,0.27,13.7725,0.27,4.87263e-07,1.52878e-16,1
64-CAAL-NZdblnormV2-99,1,1958.37,0.241,0.241,12.4496,0.241,4.34977e-07,1.60424e-16,1
64-CAAL-NZdblnormV2-99,1,1958.62,0.61,0.61,31.6398,0.61,1.10192e-06,2.06686e-16,1
64-CAAL-NZdblnormV2-99,1,1958.87,1.446,1.446,73.8966,1.446,2.56372e-06,2.30088e-16,1
64-CAAL-NZdblnormV2-99,1,1959.12,0.22,0.22,11.1967,0.22,3.83451e-07,1.49346e-16,1
64-CAAL-NZdblnormV2-99,1,1959.37,0.264,0.264,13.6676,0.264,4.62987e-07,1.80306e-16,1
64-CAAL-NZdblnormV2-99,1,1959.62,0.534,0.534,27.9186,0.534,9.46971e-07,3.47459e-16,1
64-CAAL-NZdblnormV2-99,1,1959.87,0.9,0.9,46.643,0.9,1.58888e-06,3.24213e-16,1
64-CAAL-NZdblnormV2-99,1,1960.12,0.211,0.211,10.9174,0.211,3.71297e-07,1.52138e-16,1
64-CAAL-NZdblnormV2-99,1,1960.37,0.495,0.495,25.9789,0.495,8.84185e-07,1.68652e-16,1
64-CAAL-NZdblnormV2-99,1,1960.62,0.654,0.654,34.3671,0.654,1.18072e-06,3.45878e-16,1
