fleet,fleetname,type,area,units,selex,mirror,catch_start,catch_end,catch_kn,catch_mt,index_start,index_end,lencomp_start,lencomp_end,lencomp_nsamp,wcomp_start,wcomp_end,wcomp_nsamp
1,F01_LL.JP.1,1,1,2,24,0,1979,2022,0.419238631055556,25.9075911055556,,,1993,2019,99.57982105,1979,1989,10.2891029
2,F02_LL.JP.2,1,1,2,24,0,-999,2022,1.07281097587222,77.8917604522223,,,1991,2020,431.6628652,1979,1994,7735.6106983
3,F03_LL.JP.3,1,1,2,24,0,1979,2022,0.502932915777778,43.0464139722222,,,1991,2020,313.4284525,1979,1998,973.760026
4,F04_LL.JP.4,1,1,2,24,0,1979,2022,0.0147333222444444,0.915894471111111,,,,,,,,
5,F05_LL.TW.4,1,1,2,5,4,1979,2022,0.197583174044445,12.3283911,,,2006,2022,125.33555039,,,
6,F06_LL.AU.2,1,1,2,24,0,1987,2022,0.497188201388889,37.5873649444444,,,1992,2014,1290.26536992,1997,2022,36337.756707
7,F07_LL.AU.3,1,1,2,24,0,1987,2022,0.267521868833333,21.1648590611111,,,1991,2015,1298.19816766,1998,2022,9545.026567
8,F08_LL.NZ.3,1,1,2,5,7,1990,2022,0.0785498963833333,6.17646612944445,,,2005,2005,20.481105,,,
9,F09.REC.AU.3,1,1,2,24,0,1979,2022,0.0115497798888889,0.0191919414444445,,,,,,1986,2010,1805
10,F10_REC.NZ.3,1,1,2,1,0,1979,2022,0.141938683333333,14.6834488888889,,,1985,2018,1157,1979,2011,8815
11,F11_LL.ALL.1,1,1,2,5,1,1979,2022,1.86656526111111,116.916451111111,,,1998,2022,6779.90009623,,,
12,F12_LL.ALL.2,1,1,2,24,0,1979,2022,0.877599540555556,57.5039265555555,,,1994,2022,14834.9937977,,,
13,F13_LL.ALL.3,1,1,2,5,3,1979,2022,0.0490277420722222,4.16288574277778,,,2011,2015,22.3466554,,,
14,F14_LL.ALL.4,1,1,2,5,4,1979,2022,0.669549411666667,41.8072127444444,,,2002,2022,683.43639452,,,
15,S01_INDEX.1-4,3,1,2,24,0,,,,,1979,2022,1991,2022,177.2277254,1979,1998,299.0505415
