"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 40279.9 3519.01 NA NA
"SSB_Initial" "SSB_Initial" 32796 3519.7 NA NA
"SSB_1979" "SSB_1979" 39500.8 5143.7 NA NA
"SSB_1980" "SSB_1980" 44823.3 5696.95 NA NA
"SSB_1981" "SSB_1981" 48641.8 5956.81 NA NA
"SSB_1982" "SSB_1982" 49269.8 5951.12 NA NA
"SSB_1983" "SSB_1983" 46624.6 5672.67 NA NA
"SSB_1984" "SSB_1984" 41968 5089.08 NA NA
"SSB_1985" "SSB_1985" 40341.6 4790.76 NA NA
"SSB_1986" "SSB_1986" 38614.7 4606.1 NA NA
"SSB_1987" "SSB_1987" 35805.9 4266.09 NA NA
"SSB_1988" "SSB_1988" 31971.4 3852.77 NA NA
"SSB_1989" "SSB_1989" 29943 3646.3 NA NA
"SSB_1990" "SSB_1990" 32551.9 4047.71 NA NA
"SSB_1991" "SSB_1991" 34700.4 4394.81 NA NA
"SSB_1992" "SSB_1992" 33720.1 4268.67 NA NA
"SSB_1993" "SSB_1993" 32910.3 4095.49 NA NA
"SSB_1994" "SSB_1994" 33394 4155.65 NA NA
"SSB_1995" "SSB_1995" 33767.5 4274.5 NA NA
"SSB_1996" "SSB_1996" 34505.1 4358.43 NA NA
"SSB_1997" "SSB_1997" 33918.8 4284.34 NA NA
"SSB_1998" "SSB_1998" 35865.5 4453.85 NA NA
"SSB_1999" "SSB_1999" 41509.1 5041.68 NA NA
"SSB_2000" "SSB_2000" 44485.9 5400.17 NA NA
"SSB_2001" "SSB_2001" 45238.7 5421.04 NA NA
"SSB_2002" "SSB_2002" 42126.4 5065.2 NA NA
"SSB_2003" "SSB_2003" 37705.2 4586.84 NA NA
"SSB_2004" "SSB_2004" 34894.6 4346.43 NA NA
"SSB_2005" "SSB_2005" 34346.4 4295.54 NA NA
"SSB_2006" "SSB_2006" 35771.6 4437.31 NA NA
"SSB_2007" "SSB_2007" 36429.3 4482.92 NA NA
"SSB_2008" "SSB_2008" 35784.3 4368.1 NA NA
"SSB_2009" "SSB_2009" 33845.6 4129.63 NA NA
"SSB_2010" "SSB_2010" 32078.7 3903.37 NA NA
"SSB_2011" "SSB_2011" 29773.7 3661.99 NA NA
"SSB_2012" "SSB_2012" 27213.6 3404.65 NA NA
"SSB_2013" "SSB_2013" 25356.2 3224.12 NA NA
"SSB_2014" "SSB_2014" 25087 3173.43 NA NA
"SSB_2015" "SSB_2015" 25666 3280.06 NA NA
"SSB_2016" "SSB_2016" 26445.1 3399.7 NA NA
"SSB_2017" "SSB_2017" 27660.5 3523.73 NA NA
"SSB_2018" "SSB_2018" 28701 3621.89 NA NA
"SSB_2019" "SSB_2019" 29667.3 3721.33 NA NA
"SSB_2020" "SSB_2020" 29782.7 3739.45 NA NA
"SSB_2021" "SSB_2021" 30394.1 3801.15 NA NA
"SSB_2022" "SSB_2022" 35134.7 4394.85 NA NA
"SSB_2023" "SSB_2023" 39560.7 5011.77 NA NA
"Recr_Virgin" "Recr_Virgin" 433.42 37.8652 NA NA
"Recr_Initial" "Recr_Initial" 427.325 37.978 NA NA
"Recr_1979" "Recr_1979" 652.465 128.598 NA NA
"Recr_1980" "Recr_1980" 616.143 113.998 NA NA
"Recr_1981" "Recr_1981" 458.091 81.465 NA NA
"Recr_1982" "Recr_1982" 307.537 55.9333 NA NA
"Recr_1983" "Recr_1983" 550.216 100.812 NA NA
"Recr_1984" "Recr_1984" 377.613 69.5675 NA NA
"Recr_1985" "Recr_1985" 344.874 59.5712 NA NA
"Recr_1986" "Recr_1986" 249.455 43.0119 NA NA
"Recr_1987" "Recr_1987" 383.001 67.724 NA NA
"Recr_1988" "Recr_1988" 629.913 121.263 NA NA
"Recr_1989" "Recr_1989" 448.977 86.9827 NA NA
"Recr_1990" "Recr_1990" 327.563 60.9435 NA NA
"Recr_1991" "Recr_1991" 400.86 78.4017 NA NA
"Recr_1992" "Recr_1992" 469.662 92.2384 NA NA
"Recr_1993" "Recr_1993" 473.021 95.1423 NA NA
"Recr_1994" "Recr_1994" 479.265 94.0912 NA NA
"Recr_1995" "Recr_1995" 375.36 72.6203 NA NA
"Recr_1996" "Recr_1996" 598.046 105.268 NA NA
"Recr_1997" "Recr_1997" 822.983 123.204 NA NA
"Recr_1998" "Recr_1998" 589.609 86.9379 NA NA
"Recr_1999" "Recr_1999" 589.706 84.4038 NA NA
"Recr_2000" "Recr_2000" 350.423 51.647 NA NA
"Recr_2001" "Recr_2001" 354.701 52.8469 NA NA
"Recr_2002" "Recr_2002" 443.752 66.7009 NA NA
"Recr_2003" "Recr_2003" 474.705 84.2132 NA NA
"Recr_2004" "Recr_2004" 535.556 94.1793 NA NA
"Recr_2005" "Recr_2005" 445.137 76.6505 NA NA
"Recr_2006" "Recr_2006" 403.133 64.696 NA NA
"Recr_2007" "Recr_2007" 355.343 59.1502 NA NA
"Recr_2008" "Recr_2008" 369.223 61.6896 NA NA
"Recr_2009" "Recr_2009" 296.08 48.8342 NA NA
"Recr_2010" "Recr_2010" 288.984 46.8173 NA NA
"Recr_2011" "Recr_2011" 296.787 46.923 NA NA
"Recr_2012" "Recr_2012" 337.648 54.433 NA NA
"Recr_2013" "Recr_2013" 383.247 57.2965 NA NA
"Recr_2014" "Recr_2014" 369.848 55.2716 NA NA
"Recr_2015" "Recr_2015" 393.156 59.3434 NA NA
"Recr_2016" "Recr_2016" 380.13 57.7753 NA NA
"Recr_2017" "Recr_2017" 411.39 62.5647 NA NA
"Recr_2018" "Recr_2018" 349.481 53.5128 NA NA
"Recr_2019" "Recr_2019" 414.905 64.8605 NA NA
"Recr_2020" "Recr_2020" 686.742 106.029 NA NA
"Recr_2021" "Recr_2021" 566.289 93.596 NA NA
"Recr_2022" "Recr_2022" 456.216 94.4629 NA NA
"Recr_2023" "Recr_2023" 432.928 94.6943 NA NA
"SPRratio_1979" "SPRratio_1979" 0.112446 0.0131574 -67.4566 0
"SPRratio_1980" "SPRratio_1980" 0.0819 0.00921728 -99.6064 0
"SPRratio_1981" "SPRratio_1981" 0.167951 0.0176521 -47.136 0
"SPRratio_1982" "SPRratio_1982" 0.179785 0.0184601 -44.4319 0
"SPRratio_1983" "SPRratio_1983" 0.120345 0.0127186 -69.1629 0
"SPRratio_1984" "SPRratio_1984" 0.133083 0.0144711 -59.907 0
"SPRratio_1985" "SPRratio_1985" 0.143255 0.0152708 -56.1035 0
"SPRratio_1986" "SPRratio_1986" 0.141895 0.0151605 -56.6012 0
"SPRratio_1987" "SPRratio_1987" 0.152882 0.0162395 -52.164 0
"SPRratio_1988" "SPRratio_1988" 0.183188 0.0194663 -41.9604 0
"SPRratio_1989" "SPRratio_1989" 0.199039 0.0219325 -36.5194 3.15884e-292
"SPRratio_1990" "SPRratio_1990" 0.14686 0.0167554 -50.9172 0
"SPRratio_1991" "SPRratio_1991" 0.132786 0.0149572 -57.9795 0
"SPRratio_1992" "SPRratio_1992" 0.126745 0.0146951 -59.4251 0
"SPRratio_1993" "SPRratio_1993" 0.146376 0.0167792 -50.874 0
"SPRratio_1994" "SPRratio_1994" 0.214297 0.0235685 -33.337 6.44529e-244
"SPRratio_1995" "SPRratio_1995" 0.171205 0.0189982 -43.6249 0
"SPRratio_1996" "SPRratio_1996" 0.162148 0.0179097 -46.7821 0
"SPRratio_1997" "SPRratio_1997" 0.151749 0.0167991 -50.4939 0
"SPRratio_1998" "SPRratio_1998" 0.186066 0.0195754 -41.5795 0
"SPRratio_1999" "SPRratio_1999" 0.182181 0.0189487 -43.1597 0
"SPRratio_2000" "SPRratio_2000" 0.162844 0.0170835 -49.0037 0
"SPRratio_2001" "SPRratio_2001" 0.175662 0.017992 -45.8169 0
"SPRratio_2002" "SPRratio_2002" 0.207306 0.0211946 -37.4007 2.20998e-306
"SPRratio_2003" "SPRratio_2003" 0.248241 0.0254116 -29.5833 1.38481e-192
"SPRratio_2004" "SPRratio_2004" 0.205797 0.022761 -34.8932 5.43002e-267
"SPRratio_2005" "SPRratio_2005" 0.1515 0.0175359 -48.3863 0
"SPRratio_2006" "SPRratio_2006" 0.139332 0.015714 -54.7707 0
"SPRratio_2007" "SPRratio_2007" 0.140387 0.0154819 -55.5236 0
"SPRratio_2008" "SPRratio_2008" 0.176556 0.0189485 -43.4569 0
"SPRratio_2009" "SPRratio_2009" 0.179473 0.0193463 -42.4127 0
"SPRratio_2010" "SPRratio_2010" 0.190188 0.0203409 -39.812 0
"SPRratio_2011" "SPRratio_2011" 0.223157 0.0235539 -32.9816 8.54295e-239
"SPRratio_2012" "SPRratio_2012" 0.221397 0.0237775 -32.7454 2.01724e-235
"SPRratio_2013" "SPRratio_2013" 0.154505 0.0175167 -48.2679 0
"SPRratio_2014" "SPRratio_2014" 0.203368 0.0223708 -35.6104 5.58875e-278
"SPRratio_2015" "SPRratio_2015" 0.177154 0.0197991 -41.5598 0
