"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.0209247 0.201867 "Early_InitAge" 1969
"Early_InitAge_9" 0.0103852 0.200984 "Early_InitAge" 1970
"Early_InitAge_8" 0.015735 0.20145 "Early_InitAge" 1971
"Early_InitAge_7" 0.0240572 0.202127 "Early_InitAge" 1972
"Early_InitAge_6" 0.0374675 0.203124 "Early_InitAge" 1973
"Early_InitAge_5" 0.0606415 0.204721 "Early_InitAge" 1974
"Early_InitAge_4" 0.106081 0.207913 "Early_InitAge" 1975
"Early_InitAge_3" 0.21164 0.216034 "Early_InitAge" 1976
"Early_InitAge_2" 0.488224 0.22002 "Early_InitAge" 1977
"Early_InitAge_1" 0.531788 0.201987 "Early_InitAge" 1978
"Main_RecrDev_1979" 0.410283 0.178661 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.345417 0.163965 "Main_RecrDev" 1980
"Main_RecrDev_1981" 0.0445583 0.155251 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.354581 0.159717 "Main_RecrDev" 1982
"Main_RecrDev_1983" 0.230064 0.161743 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.140353 0.1625 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.228624 0.149999 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.549738 0.146109 "Main_RecrDev" 1986
"Main_RecrDev_1987" -0.11589 0.154735 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.389987 0.171823 "Main_RecrDev" 1988
"Main_RecrDev_1989" 0.0566109 0.172498 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.265062 0.163722 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.0676252 0.174198 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.0930974 0.176285 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.102272 0.181864 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.114529 0.176751 "Main_RecrDev" 1994
"Main_RecrDev_1995" -0.130427 0.172258 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.334014 0.152187 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.654764 0.124791 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.317535 0.121022 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.308418 0.116281 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.215903 0.121285 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.204483 0.121224 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.023876 0.123681 "Main_RecrDev" 2002
"Main_RecrDev_2003" 0.0985391 0.155208 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.224727 0.152947 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.0411796 0.148553 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0605932 0.134203 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.188038 0.141803 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.148486 0.142276 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.365265 0.138739 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.385483 0.134779 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.352878 0.128884 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.216136 0.13158 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.0829011 0.116399 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.117463 0.116286 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.0585312 0.117258 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0950199 0.119076 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0200508 0.119786 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.186355 0.121597 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0175465 0.125165 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.486041 0.122999 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.291522 0.138069 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.06037 0.186946 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
