id,number,name,tag,n_warn,par_status,par_afterbound,nfleets,startyr,endyr,n_seasons,ss_version,n_par_active,n_par_active_nd,n_par_total,log_det_hessian,mgc,nll,Catch,Equil_catch,Survey,Length_comp,SizeFreq,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,Crash_Pen,ltrend,runs,ar,sdr,sigmaR,steepness,M_m,L0_m,Linf_m,k_m,M_f,L0_f,Linf_f,k_f,F_2016,F_2022,SSB_virgin,SSB_Initial,SSB_2016,SSB_2022,MSY,SSB_MSY,F_MSY,B_Bmsy_2016,B_Bmsy_2022,F_Fmsy_2016,F_Fmsy_2022,R_virgin,R_initial,dep_st,dep_dyn_2016,dep_dyn_2022,mohns_rho_ssb,mohns_rho_f,average_xval_cpue_mase,average_xval_len_mase
02-mls-ss3-1979,02,mls-ss3-1979,,8,0.871794871794872,0.923076923076923,15,1979,2022,4,3.3,94,39,174,221.522,1.46532e-05,1743.87,9.33008e-05,93.3912,-36.2442,536.606,1113.85,36.1521,0,0.0455567,0,0.069328,0,0,0.695,0.00394174135787181,0.000373800934834099,0.26396835261665,0.2,0.8,,,,0.8351,0.36,88.3822,210.992,0.8351,0.0942783,0.064505,40279.9,32796,26445.1,35134.7,6088.12,8808.36,0.807989,3.00227,3.98879,0.0942783,0.064505,433.42,427.325,0.982144940776913,0.797336493119626,0.862368410072137,,,,
