id,like_comp,fleet,phase,value,sizefreq_method
33-CAAL-revASPM-03,1,3,1,1,1
33-CAAL-revASPM-03,1,16,1,1,1
33-CAAL-revASPM-03,4,3,1,1,1
33-CAAL-revASPM-03,5,3,1,1,1
33-CAAL-revASPM-03,7,3,1,1,1
33-CAAL-revASPM-03,6,3,1,1,1
