"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11353 513.553 NA NA
"SSB_Initial" "SSB_Initial" 11353 513.553 NA NA
"SSB_1952" "SSB_1952" 11691.7 961.665 NA NA
"SSB_1953" "SSB_1953" 11792.3 952.962 NA NA
"SSB_1954" "SSB_1954" 10790.4 946.051 NA NA
"SSB_1955" "SSB_1955" 5490.94 1024.84 NA NA
"SSB_1956" "SSB_1956" 4563.64 892.318 NA NA
"SSB_1957" "SSB_1957" 4407.09 816.23 NA NA
"SSB_1958" "SSB_1958" 4383.32 788.124 NA NA
"SSB_1959" "SSB_1959" 3481.21 734.826 NA NA
"SSB_1960" "SSB_1960" 3268.68 703.709 NA NA
"SSB_1961" "SSB_1961" 3151.64 678.986 NA NA
"SSB_1962" "SSB_1962" 2246.31 605.848 NA NA
"SSB_1963" "SSB_1963" 1920.14 535.62 NA NA
"SSB_1964" "SSB_1964" 1573.76 478.045 NA NA
"SSB_1965" "SSB_1965" 1977.58 524.253 NA NA
"SSB_1966" "SSB_1966" 2021.92 555.895 NA NA
"SSB_1967" "SSB_1967" 1717.06 567.902 NA NA
"SSB_1968" "SSB_1968" 2154.51 598.264 NA NA
"SSB_1969" "SSB_1969" 2672.11 642.12 NA NA
"SSB_1970" "SSB_1970" 3090.66 673.016 NA NA
"SSB_1971" "SSB_1971" 2381.52 595.804 NA NA
"SSB_1972" "SSB_1972" 1719.18 480.862 NA NA
"SSB_1973" "SSB_1973" 1528.95 409.538 NA NA
"SSB_1974" "SSB_1974" 1469.82 398.503 NA NA
"SSB_1975" "SSB_1975" 1578.26 416.072 NA NA
"SSB_1976" "SSB_1976" 1783.41 426.057 NA NA
"SSB_1977" "SSB_1977" 1866.25 432.765 NA NA
"SSB_1978" "SSB_1978" 2335.13 446.309 NA NA
"SSB_1979" "SSB_1979" 2125.18 406.363 NA NA
"SSB_1980" "SSB_1980" 2021.23 398.697 NA NA
"SSB_1981" "SSB_1981" 2566.1 389.991 NA NA
"SSB_1982" "SSB_1982" 2177.4 350.973 NA NA
"SSB_1983" "SSB_1983" 1685.66 318.164 NA NA
"SSB_1984" "SSB_1984" 1824.47 321.954 NA NA
"SSB_1985" "SSB_1985" 1834.53 318.693 NA NA
"SSB_1986" "SSB_1986" 1661.5 305.431 NA NA
"SSB_1987" "SSB_1987" 1578.34 283.887 NA NA
"SSB_1988" "SSB_1988" 1458.13 301.671 NA NA
"SSB_1989" "SSB_1989" 1452.71 318.969 NA NA
"SSB_1990" "SSB_1990" 1347.91 297.884 NA NA
"SSB_1991" "SSB_1991" 1406.79 307.751 NA NA
"SSB_1992" "SSB_1992" 1538.51 333.276 NA NA
"SSB_1993" "SSB_1993" 1800.06 374.123 NA NA
"SSB_1994" "SSB_1994" 1957.67 413.488 NA NA
"SSB_1995" "SSB_1995" 1698.37 383.248 NA NA
"SSB_1996" "SSB_1996" 1797.2 355.399 NA NA
"SSB_1997" "SSB_1997" 1879.31 355.127 NA NA
"SSB_1998" "SSB_1998" 2148.5 377.934 NA NA
"SSB_1999" "SSB_1999" 2355.1 404.668 NA NA
"SSB_2000" "SSB_2000" 2213.01 423.759 NA NA
"SSB_2001" "SSB_2001" 2461.27 443.36 NA NA
"SSB_2002" "SSB_2002" 2552.89 408.779 NA NA
"SSB_2003" "SSB_2003" 2169.02 348.254 NA NA
"SSB_2004" "SSB_2004" 1711.46 300.567 NA NA
"SSB_2005" "SSB_2005" 1360.88 275.058 NA NA
"SSB_2006" "SSB_2006" 1381.82 280.731 NA NA
"SSB_2007" "SSB_2007" 1529.12 305.313 NA NA
"SSB_2008" "SSB_2008" 1584.74 326.673 NA NA
"SSB_2009" "SSB_2009" 1566.36 331.041 NA NA
"SSB_2010" "SSB_2010" 1677.2 318.095 NA NA
"SSB_2011" "SSB_2011" 1608.69 287.646 NA NA
"SSB_2012" "SSB_2012" 1311.63 248.787 NA NA
"SSB_2013" "SSB_2013" 1078.57 215.591 NA NA
"SSB_2014" "SSB_2014" 1152.44 200.109 NA NA
"SSB_2015" "SSB_2015" 990.484 181.63 NA NA
"SSB_2016" "SSB_2016" 887.631 178.064 NA NA
"SSB_2017" "SSB_2017" 918.058 186.213 NA NA
"SSB_2018" "SSB_2018" 1031.11 205.354 NA NA
"SSB_2019" "SSB_2019" 1019.59 210.065 NA NA
"SSB_2020" "SSB_2020" 939.618 214.402 NA NA
"SSB_2021" "SSB_2021" 895.901 243.179 NA NA
"SSB_2022" "SSB_2022" 1100.55 342.159 NA NA
"SSB_2023" "SSB_2023" 1602.98 533.559 NA NA
"Recr_Virgin" "Recr_Virgin" 160.291 4.23548 NA NA
"Recr_Initial" "Recr_Initial" 160.291 4.23548 NA NA
"Recr_1952" "Recr_1952" 183.484 37.4031 NA NA
"Recr_1953" "Recr_1953" 179.161 35.8188 NA NA
"Recr_1954" "Recr_1954" 171.712 33.9236 NA NA
"Recr_1955" "Recr_1955" 159.421 31.4583 NA NA
"Recr_1956" "Recr_1956" 157.861 31.2587 NA NA
"Recr_1957" "Recr_1957" 161.276 32.0934 NA NA
"Recr_1958" "Recr_1958" 163.971 32.3547 NA NA
"Recr_1959" "Recr_1959" 155.728 30.8677 NA NA
"Recr_1960" "Recr_1960" 156.394 30.3944 NA NA
"Recr_1961" "Recr_1961" 149.89 28.5376 NA NA
"Recr_1962" "Recr_1962" 131.452 26.1126 NA NA
"Recr_1963" "Recr_1963" 125.756 25.3186 NA NA
"Recr_1964" "Recr_1964" 117.719 24.3149 NA NA
"Recr_1965" "Recr_1965" 123.351 24.5718 NA NA
"Recr_1966" "Recr_1966" 122.156 24.5028 NA NA
"Recr_1967" "Recr_1967" 117.757 24.5716 NA NA
"Recr_1968" "Recr_1968" 128.224 24.5974 NA NA
"Recr_1969" "Recr_1969" 132.101 23.9491 NA NA
"Recr_1970" "Recr_1970" 130.517 23.2429 NA NA
"Recr_1971" "Recr_1971" 125.175 22.8297 NA NA
"Recr_1972" "Recr_1972" 116.655 22.4009 NA NA
"Recr_1973" "Recr_1973" 115.686 21.3484 NA NA
"Recr_1974" "Recr_1974" 104.993 19.585 NA NA
"Recr_1975" "Recr_1975" 104.98 19.4914 NA NA
"Recr_1976" "Recr_1976" 116.168 20.2911 NA NA
"Recr_1977" "Recr_1977" 120.783 21.4041 NA NA
"Recr_1978" "Recr_1978" 147.929 21.9966 NA NA
"Recr_1979" "Recr_1979" 140.241 21.7474 NA NA
"Recr_1980" "Recr_1980" 148.007 18.6532 NA NA
"Recr_1981" "Recr_1981" 104.097 16.0217 NA NA
"Recr_1982" "Recr_1982" 119.851 17.0217 NA NA
"Recr_1983" "Recr_1983" 96.3931 14.4325 NA NA
"Recr_1984" "Recr_1984" 97.1859 12.9941 NA NA
"Recr_1985" "Recr_1985" 75.3655 12.1097 NA NA
"Recr_1986" "Recr_1986" 100.277 19.1284 NA NA
"Recr_1987" "Recr_1987" 163.705 22.3587 NA NA
"Recr_1988" "Recr_1988" 113.739 18.5202 NA NA
"Recr_1989" "Recr_1989" 98.5575 16.8148 NA NA
"Recr_1990" "Recr_1990" 95.9215 18.0261 NA NA
"Recr_1991" "Recr_1991" 115.233 22.3573 NA NA
"Recr_1992" "Recr_1992" 142.686 25.1823 NA NA
"Recr_1993" "Recr_1993" 145.016 24.5701 NA NA
"Recr_1994" "Recr_1994" 125.611 21.0114 NA NA
"Recr_1995" "Recr_1995" 116.154 20.7672 NA NA
"Recr_1996" "Recr_1996" 238.367 25.0774 NA NA
"Recr_1997" "Recr_1997" 136.256 17.0548 NA NA
"Recr_1998" "Recr_1998" 190.883 21.8876 NA NA
"Recr_1999" "Recr_1999" 169.502 15.0863 NA NA
"Recr_2000" "Recr_2000" 86.1817 11.0968 NA NA
"Recr_2001" "Recr_2001" 178.55 17.713 NA NA
"Recr_2002" "Recr_2002" 112.36 15.5771 NA NA
"Recr_2003" "Recr_2003" 123.739 18.2823 NA NA
"Recr_2004" "Recr_2004" 119.634 18.0488 NA NA
"Recr_2005" "Recr_2005" 94.1791 15.3617 NA NA
"Recr_2006" "Recr_2006" 116.529 18.9177 NA NA
"Recr_2007" "Recr_2007" 114.659 17.9103 NA NA
"Recr_2008" "Recr_2008" 105.45 15.3055 NA NA
"Recr_2009" "Recr_2009" 96.0729 14.1066 NA NA
"Recr_2010" "Recr_2010" 93.6994 12.7559 NA NA
"Recr_2011" "Recr_2011" 89.8578 11.9267 NA NA
"Recr_2012" "Recr_2012" 82.8867 10.6778 NA NA
"Recr_2013" "Recr_2013" 98.7227 10.1572 NA NA
"Recr_2014" "Recr_2014" 78.4317 8.62599 NA NA
"Recr_2015" "Recr_2015" 81.4328 9.72855 NA NA
"Recr_2016" "Recr_2016" 82.7513 9.75759 NA NA
"Recr_2017" "Recr_2017" 80.6904 8.74668 NA NA
"Recr_2018" "Recr_2018" 66.9946 8.87966 NA NA
"Recr_2019" "Recr_2019" 92.805 15.276 NA NA
"Recr_2020" "Recr_2020" 130.036 26.2562 NA NA
"Recr_2021" "Recr_2021" 98.1954 21.8083 NA NA
"Recr_2022" "Recr_2022" 105.525 25.4431 NA NA
"Recr_2023" "Recr_2023" 116.142 26.7684 NA NA
"SPRratio_1952" "SPRratio_1952" 0.0226569 0.00167968 -581.862 0
"SPRratio_1953" "SPRratio_1953" 0.412265 0.0675756 -8.69745 1.71976e-18
"SPRratio_1954" "SPRratio_1954" 1.06952 0.0600338 1.15801 0.876571
"SPRratio_1955" "SPRratio_1955" 0.934221 0.0710221 -0.926177 0.177177
"SPRratio_1956" "SPRratio_1956" 0.878888 0.0751065 -1.61254 0.0534222
"SPRratio_1957" "SPRratio_1957" 0.841156 0.0818808 -1.93995 0.026193
"SPRratio_1958" "SPRratio_1958" 1.03586 0.0646971 0.554287 0.710309
"SPRratio_1959" "SPRratio_1959" 0.981678 0.0707921 -0.258816 0.397889
"SPRratio_1960" "SPRratio_1960" 1.00059 0.0687834 0.00855939 0.503415
"SPRratio_1961" "SPRratio_1961" 1.15285 0.0511953 2.98567 0.998585
"SPRratio_1962" "SPRratio_1962" 1.14457 0.0555025 2.60482 0.995404
"SPRratio_1963" "SPRratio_1963" 1.17963 0.050938 3.52647 0.999789
"SPRratio_1964" "SPRratio_1964" 1.00677 0.0758309 0.0892409 0.535555
"SPRratio_1965" "SPRratio_1965" 1.06223 0.0677246 0.918881 0.820921
"SPRratio_1966" "SPRratio_1966" 1.11567 0.0670459 1.72525 0.957759
"SPRratio_1967" "SPRratio_1967" 0.951986 0.084549 -0.567879 0.285058
"SPRratio_1968" "SPRratio_1968" 0.831318 0.0830083 -2.03211 0.021071
"SPRratio_1969" "SPRratio_1969" 0.789429 0.0776589 -2.71148 0.00334921
"SPRratio_1970" "SPRratio_1970" 1.09252 0.0548842 1.6858 0.954083
"SPRratio_1971" "SPRratio_1971" 1.15133 0.0492011 3.07581 0.99895
"SPRratio_1972" "SPRratio_1972" 1.14163 0.0519331 2.72717 0.996806
"SPRratio_1973" "SPRratio_1973" 1.14034 0.0541424 2.59201 0.995229
"SPRratio_1974" "SPRratio_1974" 1.10318 0.0578946 1.78215 0.962637
"SPRratio_1975" "SPRratio_1975" 1.05357 0.0614247 0.872086 0.808419
"SPRratio_1976" "SPRratio_1976" 1.02627 0.0610428 0.430318 0.666518
"SPRratio_1977" "SPRratio_1977" 0.815575 0.0699994 -2.63467 0.00421102
"SPRratio_1978" "SPRratio_1978" 1.082 0.0471116 1.74052 0.959117
"SPRratio_1979" "SPRratio_1979" 1.05224 0.0509639 1.02496 0.847309
"SPRratio_1980" "SPRratio_1980" 0.911026 0.0548415 -1.62239 0.0523597
"SPRratio_1981" "SPRratio_1981" 1.12305 0.0354693 3.46913 0.999739
"SPRratio_1982" "SPRratio_1982" 1.15035 0.0361868 4.15492 0.999984
"SPRratio_1983" "SPRratio_1983" 1.02711 0.0504716 0.537103 0.704402
"SPRratio_1984" "SPRratio_1984" 1.05828 0.0460234 1.26628 0.897293
"SPRratio_1985" "SPRratio_1985" 1.07672 0.0450577 1.70276 0.955693
"SPRratio_1986" "SPRratio_1986" 1.05544 0.0476867 1.16254 0.877492
"SPRratio_1987" "SPRratio_1987" 1.0543 0.0523103 1.03798 0.850361
"SPRratio_1988" "SPRratio_1988" 1.12305 0.0464765 2.64766 0.995947
"SPRratio_1989" "SPRratio_1989" 1.19251 0.0354855 5.42493 1
"SPRratio_1990" "SPRratio_1990" 1.11858 0.0471321 2.51591 0.994064
