id,Year,B.Bmsy,F.Fmsy
13-CAAL-noAgeerr-OGsd,1952,4.64947,0.0160742
13-CAAL-noAgeerr-OGsd,1953,4.68946,0.186098
13-CAAL-noAgeerr-OGsd,1954,4.29105,1.28717
13-CAAL-noAgeerr-OGsd,1955,2.18359,0.826146
13-CAAL-noAgeerr-OGsd,1956,1.81483,0.683996
13-CAAL-noAgeerr-OGsd,1957,1.75257,0.624484
13-CAAL-noAgeerr-OGsd,1958,1.74312,1.08974
13-CAAL-noAgeerr-OGsd,1959,1.38438,0.977739
13-CAAL-noAgeerr-OGsd,1960,1.29986,1.04374
13-CAAL-noAgeerr-OGsd,1961,1.25332,1.75434
13-CAAL-noAgeerr-OGsd,1962,0.893295,1.68598
13-CAAL-noAgeerr-OGsd,1963,0.763584,1.98776
13-CAAL-noAgeerr-OGsd,1964,0.62584,1.09431
13-CAAL-noAgeerr-OGsd,1965,0.786427,1.25121
13-CAAL-noAgeerr-OGsd,1966,0.80406,1.63883
13-CAAL-noAgeerr-OGsd,1967,0.682824,0.8553
13-CAAL-noAgeerr-OGsd,1968,0.856788,0.647604
13-CAAL-noAgeerr-OGsd,1969,1.06262,0.601063
13-CAAL-noAgeerr-OGsd,1970,1.22907,1.3605
13-CAAL-noAgeerr-OGsd,1971,0.947063,1.9474
13-CAAL-noAgeerr-OGsd,1972,0.683669,2.11385
13-CAAL-noAgeerr-OGsd,1973,0.60802,2.07527
13-CAAL-noAgeerr-OGsd,1974,0.584504,1.80838
13-CAAL-noAgeerr-OGsd,1975,0.627627,1.33301
13-CAAL-noAgeerr-OGsd,1976,0.709211,1.24125
13-CAAL-noAgeerr-OGsd,1977,0.742154,0.62985
13-CAAL-noAgeerr-OGsd,1978,0.928616,1.15469
13-CAAL-noAgeerr-OGsd,1979,0.845122,1.24241
13-CAAL-noAgeerr-OGsd,1980,0.803784,0.847616
13-CAAL-noAgeerr-OGsd,1981,1.02046,1.57011
13-CAAL-noAgeerr-OGsd,1982,0.865888,2.02748
13-CAAL-noAgeerr-OGsd,1983,0.670337,1.3332
13-CAAL-noAgeerr-OGsd,1984,0.72554,1.37762
13-CAAL-noAgeerr-OGsd,1985,0.729541,1.32191
13-CAAL-noAgeerr-OGsd,1986,0.66073,1.2363
13-CAAL-noAgeerr-OGsd,1987,0.627661,1.2103
13-CAAL-noAgeerr-OGsd,1988,0.579858,1.58505
13-CAAL-noAgeerr-OGsd,1989,0.5777,2.47156
13-CAAL-noAgeerr-OGsd,1990,0.536025,1.72174
13-CAAL-noAgeerr-OGsd,1991,0.55944,1.31801
13-CAAL-noAgeerr-OGsd,1992,0.611821,0.962244
13-CAAL-noAgeerr-OGsd,1993,0.715833,1.20007
13-CAAL-noAgeerr-OGsd,1994,0.77851,1.94864
13-CAAL-noAgeerr-OGsd,1995,0.675394,1.81354
13-CAAL-noAgeerr-OGsd,1996,0.714694,1.55746
13-CAAL-noAgeerr-OGsd,1997,0.747346,1.37676
13-CAAL-noAgeerr-OGsd,1998,0.854398,1.89447
13-CAAL-noAgeerr-OGsd,1999,0.936557,1.6298
13-CAAL-noAgeerr-OGsd,2000,0.880053,1.30978
13-CAAL-noAgeerr-OGsd,2001,0.978775,1.13254
13-CAAL-noAgeerr-OGsd,2002,1.01521,1.20744
13-CAAL-noAgeerr-OGsd,2003,0.862556,1.86857
13-CAAL-noAgeerr-OGsd,2004,0.680598,1.85318
13-CAAL-noAgeerr-OGsd,2005,0.541184,1.70682
13-CAAL-noAgeerr-OGsd,2006,0.549511,1.42039
13-CAAL-noAgeerr-OGsd,2007,0.608086,1.26293
13-CAAL-noAgeerr-OGsd,2008,0.630208,1.45059
13-CAAL-noAgeerr-OGsd,2009,0.622896,1.26402
13-CAAL-noAgeerr-OGsd,2010,0.666974,1.28183
13-CAAL-noAgeerr-OGsd,2011,0.639731,1.59229
13-CAAL-noAgeerr-OGsd,2012,0.521598,1.78572
13-CAAL-noAgeerr-OGsd,2013,0.428917,1.42806
13-CAAL-noAgeerr-OGsd,2014,0.458291,1.74658
13-CAAL-noAgeerr-OGsd,2015,0.393887,1.92905
13-CAAL-noAgeerr-OGsd,2016,0.352986,1.78151
13-CAAL-noAgeerr-OGsd,2017,0.365085,1.41219
13-CAAL-noAgeerr-OGsd,2018,0.410044,1.56654
13-CAAL-noAgeerr-OGsd,2019,0.405462,1.54945
13-CAAL-noAgeerr-OGsd,2020,0.373659,1.48255
13-CAAL-noAgeerr-OGsd,2021,0.356274,1.59591
13-CAAL-noAgeerr-OGsd,2022,0.437659,1.06342
13-CAAL-noAgeerr-OGsd,2023,0.637459,1.06342
