id,Label,values,lambdas
13-CAAL-noAgeerr-OGsd,TOTAL,837.716,
13-CAAL-noAgeerr-OGsd,Catch,0.813583,
13-CAAL-noAgeerr-OGsd,Equil_catch,0,
13-CAAL-noAgeerr-OGsd,Survey,-28.3488,
13-CAAL-noAgeerr-OGsd,Length_comp,108.387,
13-CAAL-noAgeerr-OGsd,Age_comp,0.143691,
13-CAAL-noAgeerr-OGsd,SizeFreq,755.85,
13-CAAL-noAgeerr-OGsd,Recruitment,0.821693,1
13-CAAL-noAgeerr-OGsd,InitEQ_Regime,0,1
13-CAAL-noAgeerr-OGsd,Forecast_Recruitment,0.0207683,1
13-CAAL-noAgeerr-OGsd,Parm_priors,0,1
13-CAAL-noAgeerr-OGsd,Parm_softbounds,0.0281533,
13-CAAL-noAgeerr-OGsd,Parm_devs,0,1
13-CAAL-noAgeerr-OGsd,Crash_Pen,0,1
