"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.00214753 0.200186 "Early_InitAge" 1942
"Early_InitAge_9" 0.000928208 0.200088 "Early_InitAge" 1943
"Early_InitAge_8" 0.00132762 0.200122 "Early_InitAge" 1944
"Early_InitAge_7" 0.00189555 0.200168 "Early_InitAge" 1945
"Early_InitAge_6" 0.00269866 0.200226 "Early_InitAge" 1946
"Early_InitAge_5" 0.00382674 0.200296 "Early_InitAge" 1947
"Early_InitAge_4" 0.00538831 0.200373 "Early_InitAge" 1948
"Early_InitAge_3" 0.00747985 0.200442 "Early_InitAge" 1949
"Early_InitAge_2" 0.0102202 0.200471 "Early_InitAge" 1950
"Early_InitAge_1" 0.0139928 0.200379 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.0244296 0.198407 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.0281887 0.198136 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0304543 0.19816 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0312216 0.198182 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0341753 0.197888 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0371769 0.197669 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.0394289 0.197528 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.040448 0.197238 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0408179 0.197232 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0396372 0.197177 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0307564 0.198088 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.024282 0.198433 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0212419 0.198356 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.0205641 0.198525 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.0180392 0.198604 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.0157922 0.198621 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0178705 0.198465 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.0196008 0.198216 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.0191804 0.198194 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.01692 0.198315 "Main_RecrDev" 1971
"Main_RecrDev_1972" 0.0151716 0.198416 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0129535 0.19843 "Main_RecrDev" 1973
"Main_RecrDev_1974" 0.0107011 0.198506 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.0146509 0.198658 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.02103 0.198534 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.00197979 0.197908 "Main_RecrDev" 1977
"Main_RecrDev_1978" -0.0370963 0.189821 "Main_RecrDev" 1978
"Main_RecrDev_1979" -0.00676661 0.18268 "Main_RecrDev" 1979
"Main_RecrDev_1980" -0.0100713 0.177171 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.105683 0.171736 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.119755 0.170049 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.151829 0.173311 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.184331 0.168925 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.128482 0.175113 "Main_RecrDev" 1985
"Main_RecrDev_1986" 0.000972394 0.183476 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.165612 0.18065 "Main_RecrDev" 1987
"Main_RecrDev_1988" -0.0192652 0.176153 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.120861 0.172823 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.0853157 0.180013 "Main_RecrDev" 1990
"Main_RecrDev_1991" 0.0155697 0.18363 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.130314 0.184103 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.141037 0.183029 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.144163 0.189577 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.215715 0.196562 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.240398 0.192438 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.154348 0.186443 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.114861 0.178277 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.0695406 0.182645 "Main_RecrDev" 1999
"Main_RecrDev_2000" 0.108487 0.190728 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.270127 0.184988 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.0765658 0.180332 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.0702122 0.169291 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.12593 0.171809 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.104411 0.173887 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0818427 0.175619 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.104016 0.176407 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.091092 0.176146 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.0735184 0.181024 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.0807953 0.180351 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.0903236 0.180076 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.075617 0.182718 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.0813401 0.183876 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.129656 0.17794 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.134097 0.178718 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0933428 0.182761 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0689818 0.182936 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.0463887 0.183207 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0196709 0.185367 "Main_RecrDev" 2019
"Main_RecrDev_2020" -0.0273342 0.190727 "Main_RecrDev" 2020
"Main_RecrDev_2021" -0.00639794 0.197322 "Main_RecrDev" 2021
"Late_RecrDev_2022" -0.000490389 0.199958 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
