id,Year,B.Bmsy,F.Fmsy
02-mls-ss3-1979,1979,4.48446,0.0904746
02-mls-ss3-1979,1980,5.08872,0.0648711
02-mls-ss3-1979,1981,5.52222,0.138991
02-mls-ss3-1979,1982,5.59352,0.160544
02-mls-ss3-1979,1983,5.29322,0.0967555
02-mls-ss3-1979,1984,4.76457,0.10866
02-mls-ss3-1979,1985,4.57992,0.118802
02-mls-ss3-1979,1986,4.38387,0.116312
02-mls-ss3-1979,1987,4.06499,0.121633
02-mls-ss3-1979,1988,3.62966,0.149911
02-mls-ss3-1979,1989,3.39938,0.173454
02-mls-ss3-1979,1990,3.69557,0.124884
02-mls-ss3-1979,1991,3.93948,0.106487
02-mls-ss3-1979,1992,3.82819,0.0966933
02-mls-ss3-1979,1993,3.73626,0.111386
02-mls-ss3-1979,1994,3.79117,0.175145
02-mls-ss3-1979,1995,3.83357,0.138691
02-mls-ss3-1979,1996,3.91731,0.134238
02-mls-ss3-1979,1997,3.85075,0.1181
02-mls-ss3-1979,1998,4.07176,0.156957
02-mls-ss3-1979,1999,4.71247,0.144559
02-mls-ss3-1979,2000,5.05042,0.126789
02-mls-ss3-1979,2001,5.13588,0.14353
02-mls-ss3-1979,2002,4.78255,0.170897
02-mls-ss3-1979,2003,4.28061,0.208332
02-mls-ss3-1979,2004,3.96153,0.164613
02-mls-ss3-1979,2005,3.89929,0.119944
02-mls-ss3-1979,2006,4.0611,0.107157
02-mls-ss3-1979,2007,4.13576,0.105582
02-mls-ss3-1979,2008,4.06253,0.135559
02-mls-ss3-1979,2009,3.84244,0.135344
02-mls-ss3-1979,2010,3.64185,0.147132
02-mls-ss3-1979,2011,3.38016,0.176323
02-mls-ss3-1979,2012,3.08952,0.171523
02-mls-ss3-1979,2013,2.87865,0.113924
02-mls-ss3-1979,2014,2.84809,0.154523
02-mls-ss3-1979,2015,2.91383,0.133079
02-mls-ss3-1979,2016,3.00227,0.0942783
02-mls-ss3-1979,2017,3.14025,0.091767
02-mls-ss3-1979,2018,3.25838,0.10737
02-mls-ss3-1979,2019,3.36808,0.099511
02-mls-ss3-1979,2020,3.38119,0.0924597
02-mls-ss3-1979,2021,3.45059,0.0782232
02-mls-ss3-1979,2022,3.98879,0.064505
02-mls-ss3-1979,2023,4.49127,0.064505
