id,Label,values,lambdas
02-mls-ss3-1979,TOTAL,1743.87,
02-mls-ss3-1979,Catch,9.33008e-05,
02-mls-ss3-1979,Equil_catch,93.3911,
02-mls-ss3-1979,Survey,-36.2442,
02-mls-ss3-1979,Length_comp,536.606,
02-mls-ss3-1979,SizeFreq,1113.85,
02-mls-ss3-1979,Recruitment,36.1521,1
02-mls-ss3-1979,InitEQ_Regime,0,1
02-mls-ss3-1979,Forecast_Recruitment,0.0455567,1
02-mls-ss3-1979,Parm_priors,0,1
02-mls-ss3-1979,Parm_softbounds,0.069328,
02-mls-ss3-1979,Parm_devs,0,1
02-mls-ss3-1979,Crash_Pen,0,1
