Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42-CAAL-revASPM-12
Catch_like,0.0359366,0.0041497,0.000739994,0.012289,0.00765531,0.000427688,0.000291519,0.000374152,0.000309157,0.000396292,0.00493448,0.000225306,0.00190258,0.000650944,0.000104279,0.00148617,0,42-CAAL-revASPM-12
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42-CAAL-revASPM-12
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42-CAAL-revASPM-12
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42-CAAL-revASPM-12
Surv_like,-30.7017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.7017,42-CAAL-revASPM-12
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42-CAAL-revASPM-12
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42-CAAL-revASPM-12
Length_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42-CAAL-revASPM-12
Length_like,0,0,0,14.7716,0,6.44712,0,0,0,0,23.1534,38.161,0,0,29.3642,0,0,42-CAAL-revASPM-12
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,42-CAAL-revASPM-12
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42-CAAL-revASPM-12
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42-CAAL-revASPM-12
Age_like,0.0265772,0,0,0,0,0,0,0,0,0.0361478,0.0517153,0,0.0265772,0,0,0,0,42-CAAL-revASPM-12
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,42-CAAL-revASPM-12
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42-CAAL-revASPM-12
SizeFreq_lambda:_1,,,0,0,,,0,0,,0,0,,,,,,0,42-CAAL-revASPM-12
SizeFreq_like:_1,0,,99.1179,35.2354,,,411.457,208.16,,59.2218,64.5276,,,,,,9.46114,42-CAAL-revASPM-12
